id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height
1,2.126E3,0.565,109.07455,109.07569,0.5,4,0,0.758,2.4,0.00026,0.066,0,0.488,0.7793,109.07527,1.12E3,1.97E4,1.97E4,2.126E3,0.5968,109.07486,109.07576,0.0509,0.5108,0.7793,ESTIMATED,109.07531,1.12E3,1.874E4,1.5374,1.6031,1.874E4,5.933E2,0.5384,109.07495,109.07571,0.0551,0.5061,0.6029,ESTIMATED,109.07537,3.845E3,8.188E3,1.9943,1.4972,8.188E3,1.526E3,0.6027,109.07486,109.07559,0.0666,0.488,0.6177,ESTIMATED,109.07521,3.51E3,1.916E4,0.1468,0.5654,1.916E4,4.791E2,0.5264,109.07487,109.07562,0.0843,0.4956,0.5928,ESTIMATED,109.07524,4.446E3,7.034E3,2.1514,1.5757,7.034E3,1.873E2,0.5267,109.07523,109.07565,0.0756,0.5102,0.5587,ESTIMATED,109.07551,5.381E3,6.224E3,1.9404,1.4702,6.224E3,1.839E3,0.6011,109.07464,109.07591,0.0573,0.5005,0.7529,ESTIMATED,109.07512,1.681E3,1.953E4,1.2739,1.2933,1.953E4,2.869E2,0.5232,109.07513,109.07551,0.0815,0.4922,0.5547,ESTIMATED,109.07531,4.213E3,7.412E3,1.0161,1.0081,7.412E3,1.771E3,0.6044,109.07455,109.07569,0.1776,0.5027,0.6952,ESTIMATED,109.07511,2.366E3,1.97E4,0.8936,0.9468,1.97E4
2,4.047E3,0.5884,249.19452,249.19707,0.5,4,0,0.883,0.99,0.00025,0.0107,0,0.5547,0.8147,249.19587,1.256E3,7.496E4,7.496E4,3.981E3,0.5968,249.1949,249.19667,0.0883,0.5588,0.7793,ESTIMATED,249.19565,2.548E3,5.714E4,58.3425,2.7079,5.714E4,1.413E3,0.5881,249.19489,249.19757,0.0362,0.5701,0.7346,ESTIMATED,249.19594,2.37E3,2.73E4,6.8086,4.8592,2.73E4,4.047E3,0.582,249.19475,249.19661,0.0467,0.5649,0.8132,ESTIMATED,249.19576,1.256E3,7.496E4,6.6252,5.3635,7.496E4,1.43E3,0.5928,249.19429,249.19699,0.0438,0.5739,0.8126,ESTIMATED,249.19587,1.284E3,2.164E4,8.4099,7.5383,2.164E4,7.542E2,0.5943,249.19581,249.19672,0.191,0.5587,0.6378,ESTIMATED,249.19644,7.52E3,1.399E4,1.2202,1.1101,1.399E4,3.212E3,0.5797,249.1951,249.19597,0.0507,0.5635,0.7229,ESTIMATED,249.1957,5.862E3,5.552E4,8.349,4.9278,5.552E4,7.523E2,0.5888,249.19571,249.19663,0.0222,0.5547,0.6182,ESTIMATED,249.19588,7.589E3,3.054E4,0.8585,0.9293,3.054E4,3.639E3,0.5847,249.19452,249.19707,0.0475,0.5667,0.8147,ESTIMATED,249.19569,1.439E3,7.381E4,8.757,4.4062,7.381E4
3,6.5E3,0.5884,288.15796,288.15965,0.625,5,0,0.868,1.23,0.00036,0.0107,0,0.5587,0.7793,288.15929,1.262E3,1.146E5,1.146E5,6.5E3,0.5968,288.15887,288.15987,0.0593,0.5588,0.7793,ESTIMATED,288.15945,4.491E3,9.64E4,2.9121,2.7314,9.64E4,3.473E3,0.5881,288.15733,288.16005,0.0339,0.5701,0.7046,ESTIMATED,288.15908,5.161E3,7.986E4,5.5098,3.9005,7.986E4,6.384E3,0.582,288.15809,288.15959,0.0541,0.5649,0.7089,ESTIMATED,288.15926,1.262E3,1.131E5,6.4331,4.1598,1.131E5,2.928E3,0.5928,288.15823,288.16143,0.0328,0.5739,0.7094,ESTIMATED,288.15905,5.467E3,6.964E4,4.4117,8.5131,6.964E4,1.602E3,0.5943,288.15917,288.1602,0.0407,0.5587,0.6233,ESTIMATED,288.15991,2.559E4,4.477E4,0.8135,0.9067,4.477E4,5.493E3,0.5797,288.15863,288.1593,0.0614,0.5635,0.7229,ESTIMATED,288.15908,9.863E3,8.311E4,8.7704,4.9278,8.311E4,3.202E3,0.5888,288.15846,288.16138,0.0325,0.5707,0.7052,ESTIMATED,288.15941,5.226E3,7.566E4,4.9451,3.8342,7.566E4,5.165E3,0.5847,288.15796,288.15965,0.0408,0.5667,0.6952,ESTIMATED,288.15906,2.57E3,1.146E5,5.7498,3.569,1.146E5
4,3.467E3,0.5913,342.16664,342.17002,0.5,4,0,0.764,2.89,0.00099,0.008,0,0.5587,0.7856,342.16889,1.127E3,6.856E4,6.856E4,3.011E3,0.5968,342.16843,342.16956,0.0455,0.5755,0.7194,ESTIMATED,342.16913,4.491E3,6.856E4,3.5009,3.3475,6.856E4,1.521E3,0.5881,342.16675,342.17218,0.0444,0.5701,0.7642,ESTIMATED,342.16882,1.457E3,2.793E4,12.519,5.3479,2.793E4,2.415E3,0.6027,342.16736,342.16984,0.0358,0.582,0.7394,ESTIMATED,342.16902,2.935E3,6.009E4,3.7696,3.4104,6.009E4,1.527E3,0.5928,342.16634,342.17129,0.0319,0.5739,0.7832,ESTIMATED,342.16833,1.237E3,3.027E4,4.5221,8.7878,3.027E4,9.151E2,0.5752,342.16812,342.16947,0.0768,0.5587,0.6378,ESTIMATED,342.16895,1.061E4,1.694E4,3.8018,2.4009,1.694E4,2.491E3,0.6011,342.16811,342.16995,0.0358,0.5797,0.7822,ESTIMATED,342.16927,1.247E3,5.595E4,3.9423,5.9223,5.595E4,1.525E3,0.5888,342.16649,342.17101,0.0405,0.5707,0.7793,ESTIMATED,342.16931,1.352E3,2.722E4,6.0546,5.3292,2.722E4,3.467E3,0.5847,342.16664,342.17002,0.0486,0.5667,0.7856,ESTIMATED,342.16832,1.127E3,6.532E4,4.7168,3.9763,6.532E4
5,4.46E3,0.5921,265.18884,265.19344,0.25,2,1,0.827,1.39,0.00037,0.008,0,0.5538,0.8584,265.19082,1.072E3,8.251E4,8.251E4,2.92E3,0.5968,265.19061,265.19094,0.1633,0.5588,0.6273,ESTIMATED,265.19082,5.215E4,5.989E4,0.8026,0.9013,5.989E4,7.973E2,0.5881,265.19063,265.19174,0.0256,0.5538,0.6029,ESTIMATED,265.1916,6.736E3,4.154E4,0.7663,0.7158,4.154E4,4.46E3,0.582,265.19019,265.19126,0.0479,0.5649,0.7839,ESTIMATED,265.19073,3.26E3,8.251E4,6.4053,5.3293,8.251E4,1.421E3,0.5928,265.18857,265.19309,0.0349,0.5739,0.6656,ESTIMATED,265.19081,3.324E3,3.269E4,3.8664,2.4332,3.269E4,1.13E3,0.5943,265.19008,265.19108,0.08,0.5587,0.6378,ESTIMATED,265.19075,1.304E4,2.292E4,1.2202,1.1101,2.292E4,3.978E3,0.5797,265.19011,265.19099,0.0632,0.5635,0.738,ESTIMATED,265.1906,4.346E3,6.381E4,7.9413,5.1848,6.381E4,3.793E2,0.6182,265.1906,265.19102,0.082,0.6037,0.647,ESTIMATED,265.19082,1.242E4,1.39E4,1.9874,1.4937,1.39E4,3.933E3,0.5847,265.18884,265.19344,0.0462,0.5667,0.8584,ESTIMATED,265.19044,1.072E3,7.662E4,5.2103,4.6754,7.662E4
6,1.255E3,0.5999,200.10903,200.11008,0.125,1,2,0.944,0,0,0,0,0.5538,0.676,200.10972,1.755E3,5.344E4,5.344E4,1.255E3,0.6123,200.10956,200.11001,0.0407,0.5968,0.673,ESTIMATED,200.10969,1.137E4,3.341E4,3.914,2.457,3.341E4,4.22E2,0.5881,200.10971,200.11001,0.0282,0.5538,0.6029,ESTIMATED,200.10978,6.299E3,1.913E4,0.4316,0.7158,1.913E4,9.526E2,0.6027,200.10937,200.11001,0.0357,0.582,0.6177,ESTIMATED,200.10937,5.344E4,5.344E4,0.7264,0.8632,5.344E4,8.055E2,0.5928,200.10939,200.11067,0.0505,0.5578,0.6509,ESTIMATED,200.11019,5.778E3,1.584E4,1.6614,1.3307,1.584E4,5.858E2,0.5943,200.10939,200.11001,0.0671,0.5587,0.6233,ESTIMATED,200.10969,7.55E3,1.547E4,0.8135,0.9067,1.547E4,1.141E3,0.6011,200.10938,200.11001,0.0409,0.5797,0.631,ESTIMATED,200.10942,2.546E4,4.161E4,1.4062,1.2031,4.161E4,8.667E2,0.5888,200.10946,200.11057,0.0475,0.5707,0.676,ESTIMATED,200.11001,1.755E3,1.747E4,4.1214,2.8986,1.747E4,7.041E2,0.6192,200.10903,200.11008,0.0316,0.6044,0.6646,ESTIMATED,200.1096,1.014E4,2.369E4,3.0562,2.0281,2.369E4
7,3.489E3,0.5884,265.19051,265.19183,0.125,1,1,0.944,0,0,0,0,0.5538,0.8518,265.19117,1.248E3,8.251E4,8.251E4,3.489E3,0.5968,265.19061,265.19285,0.1091,0.5588,0.6575,ESTIMATED,265.19103,1.68E4,5.989E4,1.5965,1.2982,5.989E4,7.973E2,0.5881,265.1907,265.19183,0.0256,0.5538,0.6029,ESTIMATED,265.1916,6.736E3,4.154E4,0.7663,0.7158,4.154E4,3.112E3,0.582,265.19058,265.19183,0.0479,0.5649,0.6325,ESTIMATED,265.19074,3.197E4,8.251E4,2.9408,1.9704,8.251E4,9.37E2,0.5928,265.19074,265.19314,0.0349,0.5739,0.6364,ESTIMATED,265.1918,9.024E3,3.269E4,2.3186,1.6593,3.269E4,7.052E2,0.5943,265.19104,265.19183,0.0583,0.5587,0.6088,ESTIMATED,265.19106,1.791E4,2.292E4,0.4067,0.7034,2.292E4,1.196E3,0.5797,265.19076,265.19183,0.0375,0.5635,0.6011,ESTIMATED,265.19076,6.381E4,6.381E4,1.3196,1.1598,6.381E4,2.24E3,0.5888,265.18965,265.19323,0.0303,0.5707,0.8518,ESTIMATED,265.19183,1.248E3,4.8E4,6.8756,5.368,4.8E4,1.442E3,0.5847,265.19051,265.19183,0.0376,0.5667,0.6044,ESTIMATED,265.19051,7.662E4,7.662E4,1.0917,1.0458,7.662E4
8,2.566E3,0.5791,146.11587,146.11716,0.375,3,0,0.889,0.89,0.00013,0.023,0,0.5538,0.8147,146.1168,1.019E3,7.312E4,7.312E4,2.153E3,0.5755,146.11657,146.11682,0.0413,0.5588,0.6123,ESTIMATED,146.11673,4.148E4,7.312E4,2.21,1.605,7.312E4,1.296E3,0.5701,146.11667,146.1172,0.0354,0.5538,0.6174,ESTIMATED,146.1171,1.086E4,4.399E4,2.8969,1.9485,4.399E4,2.566E3,0.6027,146.11609,146.11705,0.1202,0.5649,0.7089,ESTIMATED,146.11674,1.991E3,5.055E4,1.8672,1.6919,5.055E4,1.306E3,0.5739,146.11639,146.11679,0.0279,0.5578,0.6074,ESTIMATED,146.11673,1.246E4,6.272E4,1.3083,1.5361,6.272E4,1.162E3,0.5752,146.1161,146.11725,0.0289,0.5587,0.6088,ESTIMATED,146.11703,1.219E4,5.367E4,2.0425,1.5212,5.367E4,2.472E3,0.5797,146.11622,146.11683,0.047,0.5635,0.7529,ESTIMATED,146.11661,1.276E3,4.964E4,5.2084,4.254,4.964E4,1.294E3,0.5707,146.11649,146.11724,0.0321,0.5547,0.6325,ESTIMATED,146.11681,6.454E3,4.436E4,3.9193,2.4323,4.436E4,2.383E3,0.5847,146.11587,146.11716,0.0477,0.5667,0.8147,ESTIMATED,146.11667,1.019E3,4.226E4,4.8776,4.0631,4.226E4
9,3.231E3,0.5861,200.1081,200.11008,0.375,3,1,0.622,4.6,0.00092,0.0096,0,0.5547,0.7074,200.10936,1.194E3,6.264E4,6.264E4,2.981E3,0.5968,200.10865,200.10993,0.0851,0.5588,0.673,ESTIMATED,200.10924,1.137E4,5.114E4,2.0044,1.5022,5.114E4,1.024E3,0.5881,200.10824,200.11006,0.0373,0.5701,0.6899,ESTIMATED,200.10911,1.988E3,1.913E4,4.8787,3.3282,1.913E4,3.231E3,0.582,200.10875,200.11016,0.0502,0.5649,0.6934,ESTIMATED,200.10907,6.88E3,6.264E4,5.7837,3.7422,6.264E4,1.644E2,0.5739,200.10934,200.10973,0.035,0.5578,0.5928,ESTIMATED,200.10973,9.397E3,9.397E3,1.1649,1.0825,9.397E3,6.969E2,0.5943,200.10939,200.11147,0.1129,0.5752,0.6813,ESTIMATED,200.10992,1.194E3,1.547E4,3.7396,2.4853,1.547E4,2.728E3,0.5797,200.10845,200.1095,0.0553,0.5635,0.7074,ESTIMATED,200.109,4.996E3,4.526E4,9.6972,4.4484,4.526E4,4.22E2,0.5888,200.10934,200.10991,0.0313,0.5547,0.6037,ESTIMATED,200.10979,7.825E3,1.747E4,0.4341,0.7171,1.747E4,2.372E3,0.5847,200.1081,200.11008,0.0514,0.5667,0.6799,ESTIMATED,200.109,2.252E3,4.886E4,5.1146,3.1431,4.886E4
10,2.052E3,0.586,234.12245,234.12376,0.375,3,0,0.815,1.75,0.00041,0.0047,0,0.5587,0.7346,234.12317,1.367E3,4.269E4,4.269E4,2.052E3,0.5968,234.12256,234.12405,0.0733,0.5588,0.7346,ESTIMATED,234.12343,2.603E3,3.264E4,2.7714,2.4754,3.264E4,6.859E2,0.5881,234.12136,234.12558,0.0317,0.5701,0.7194,ESTIMATED,234.12304,1.469E3,1.25E4,7.35,4.1477,1.25E4,1.974E3,0.582,234.12291,234.12392,0.0472,0.5649,0.6783,ESTIMATED,234.12341,6.592E3,4.269E4,6.2074,3.3053,4.269E4,6.55E2,0.5928,234.12267,234.12453,0.0316,0.5739,0.6656,ESTIMATED,234.12305,2.144E3,1.656E4,3.8664,2.4332,1.656E4,1.282E2,0.5752,234.12291,234.12352,0.0357,0.5587,0.5943,ESTIMATED,234.12352,7.193E3,7.193E3,1.1628,1.0814,7.193E3,1.113E3,0.5797,234.12291,234.12332,0.0937,0.5635,0.6162,ESTIMATED,234.1232,2.784E4,3.228E4,2.2577,1.6289,3.228E4,7.44E2,0.5888,234.12192,234.1252,0.0301,0.5707,0.72,ESTIMATED,234.12264,1.367E3,1.654E4,7.9613,4.1096,1.654E4,1.462E3,0.5847,234.12245,234.12376,0.0416,0.5667,0.6492,ESTIMATED,234.12306,8.184E3,4.05E4,3.5824,2.2912,4.05E4
