id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height
1,2.185E3,0.565,109.07436,109.07569,0.75,6,1,0.87,3.21,0.00035,0.0812,0,0.4956,0.7793,109.07523,1.092E3,1.97E4,1.97E4,2.185E3,0.6027,109.07392,109.07562,0.0709,0.5027,0.7692,ESTIMATED,109.07507,1.092E3,1.916E4,1.5367,1.3223,1.916E4,6.385E2,0.5384,109.07419,109.07571,0.0893,0.5061,0.6174,ESTIMATED,109.07532,2.075E3,8.188E3,2.4428,1.7214,8.188E3,2.126E3,0.5968,109.07486,109.07576,0.0509,0.5108,0.7793,ESTIMATED,109.07531,1.12E3,1.874E4,1.5374,1.6031,1.874E4,4.174E2,0.5267,109.07492,109.07672,0.4377,0.4957,0.5943,ESTIMATED,109.07584,4.604E3,6.224E3,2.184,1.592,6.224E3,8.527E2,0.5264,109.07385,109.07595,0.0969,0.4956,0.7541,ESTIMATED,109.07511,1.271E3,7.034E3,7.7197,4.1916,7.034E3,5.491E2,0.5232,109.07399,109.07551,0.0927,0.5068,0.6182,ESTIMATED,109.07496,1.863E3,7.412E3,5.8163,3.4082,7.412E3,1.957E3,0.6044,109.07436,109.07569,0.1776,0.5027,0.7709,ESTIMATED,109.0751,1.225E3,1.97E4,1.3689,1.4129,1.97E4,1.839E3,0.6011,109.07464,109.07591,0.0573,0.5005,0.7529,ESTIMATED,109.07512,1.681E3,1.953E4,1.2739,1.2933,1.953E4
2,4.047E3,0.5884,249.19452,249.19707,0.625,5,0,0.921,1.4,0.00035,0.0107,0,0.5587,0.8147,249.19574,1.11E3,7.496E4,7.496E4,4.047E3,0.582,249.19475,249.19661,0.0467,0.5649,0.8132,ESTIMATED,249.19576,1.256E3,7.496E4,6.6252,5.3635,7.496E4,1.573E3,0.5881,249.19283,249.19757,0.0362,0.5701,0.8083,ESTIMATED,249.19552,1.11E3,2.73E4,8.9093,5.98,2.73E4,3.986E3,0.5968,249.19225,249.19655,0.0883,0.5588,0.7793,ESTIMATED,249.19555,2.548E3,5.714E4,2.7912,2.7079,5.714E4,1.309E3,0.5943,249.1941,249.19868,0.2032,0.5587,0.785,ESTIMATED,249.19623,1.433E3,1.399E4,4.9604,3.1739,1.399E4,1.43E3,0.5928,249.19429,249.19699,0.0438,0.5739,0.8126,ESTIMATED,249.19587,1.284E3,2.164E4,8.4099,7.5383,2.164E4,1.535E3,0.5888,249.19212,249.19918,0.0785,0.5707,0.8083,ESTIMATED,249.19563,1.302E3,3.054E4,7.7763,5.9571,3.054E4,3.639E3,0.5847,249.19452,249.19707,0.0475,0.5667,0.8147,ESTIMATED,249.19569,1.439E3,7.381E4,8.757,4.4062,7.381E4,3.426E3,0.5797,249.19301,249.19737,0.0507,0.5635,0.7822,ESTIMATED,249.19567,2.234E3,5.552E4,8.349,5.8922,5.552E4
3,6.369E2,0.5887,114.12651,114.12876,0.25,2,0,0.766,6.42,0.00073,0.0007,0,0.5578,0.7074,114.12695,1.112E3,1.43E4,1.43E4,2.646E2,0.582,114.12705,114.12713,0.0378,0.5649,0.6027,ESTIMATED,114.12713,1.399E4,1.399E4,1.2029,1.1015,1.399E4,4.272E2,0.5881,114.12597,114.12903,0.2553,0.5701,0.6609,ESTIMATED,114.12742,1.574E3,1.226E4,4.0454,2.5227,1.226E4,6.156E2,0.5968,114.12563,114.12727,0.062,0.5588,0.6883,ESTIMATED,114.12677,1.775E3,1.072E4,2.5755,1.7039,1.072E4,1.86E2,0.5752,114.12679,114.12842,0.0409,0.5587,0.6088,ESTIMATED,114.127,1.445E3,6.257E3,2.0425,1.5212,6.257E3,4.542E2,0.5928,114.12559,114.12723,0.0443,0.5578,0.6948,ESTIMATED,114.12623,1.112E3,7.343E3,1.2807,1.9569,7.343E3,5.035E2,0.5888,114.12578,114.12882,0.033,0.5707,0.676,ESTIMATED,114.12669,1.343E3,1.43E4,3.1547,2.2671,1.43E4,5.594E2,0.5847,114.12651,114.12876,0.0479,0.5667,0.6799,ESTIMATED,114.12738,2.117E3,1.295E4,15.9161,3.1431,1.295E4,6.369E2,0.6011,114.12602,114.12753,0.0683,0.5635,0.7074,ESTIMATED,114.127,1.13E3,1.237E4,2.2135,2.1951,1.237E4
4,6.5E3,0.5884,288.15796,288.15965,0.75,6,0,0.883,3.97,0.00114,0.0123,0,0.5588,0.7822,288.15932,1.262E3,1.146E5,1.146E5,6.384E3,0.582,288.15809,288.15959,0.0541,0.5649,0.7089,ESTIMATED,288.15926,1.262E3,1.131E5,6.4331,4.1598,1.131E5,3.473E3,0.5881,288.15733,288.16005,0.0339,0.5701,0.7046,ESTIMATED,288.15908,5.161E3,7.986E4,5.5098,3.9005,7.986E4,6.5E3,0.5968,288.15887,288.15987,0.0593,0.5588,0.7793,ESTIMATED,288.15945,4.491E3,9.64E4,2.9121,2.7314,9.64E4,2.517E3,0.5943,288.15849,288.16301,0.0375,0.5752,0.696,ESTIMATED,288.1602,6.456E3,4.477E4,4.5295,3.1522,4.477E4,2.928E3,0.5928,288.15823,288.16143,0.0328,0.5739,0.7094,ESTIMATED,288.15905,5.467E3,6.964E4,4.4117,8.5131,6.964E4,3.202E3,0.5888,288.15846,288.16138,0.0325,0.5707,0.7052,ESTIMATED,288.15941,5.226E3,7.566E4,4.9451,3.8342,7.566E4,5.165E3,0.5847,288.15796,288.15965,0.0408,0.5667,0.6952,ESTIMATED,288.15906,2.57E3,1.146E5,5.7498,3.569,1.146E5,5.829E3,0.5797,288.15719,288.15934,0.0614,0.5635,0.7822,ESTIMATED,288.15903,3.098E3,8.311E4,8.7704,6.1057,8.311E4
5,4.477E3,0.5884,265.18884,265.19344,0.5,4,0,0.834,5.24,0.00139,0.008,0,0.5587,0.8584,265.19094,1.072E3,8.251E4,8.251E4,4.477E3,0.582,265.18898,265.19126,0.0479,0.5649,0.7839,ESTIMATED,265.19072,2.374E3,8.251E4,6.4053,5.3293,8.251E4,2.144E3,0.5881,265.18978,265.19383,0.0316,0.5701,0.7789,ESTIMATED,265.19152,1.249E3,4.154E4,5.9065,5.6098,4.154E4,4.409E3,0.5968,265.18828,265.19126,0.1094,0.5588,0.7793,ESTIMATED,265.19055,2.995E3,5.989E4,3.0635,2.8603,5.989E4,1.789E3,0.5943,265.19008,265.19273,0.08,0.5587,0.785,ESTIMATED,265.19105,1.682E3,2.292E4,4.7133,3.3664,2.292E4,1.421E3,0.5928,265.18857,265.19309,0.0349,0.5739,0.6656,ESTIMATED,265.19081,3.324E3,3.269E4,3.8664,2.4332,3.269E4,2.24E3,0.5888,265.18965,265.19323,0.0303,0.5707,0.8518,ESTIMATED,265.19183,1.248E3,4.8E4,6.8756,5.368,4.8E4,3.933E3,0.5847,265.18884,265.19344,0.0462,0.5667,0.8584,ESTIMATED,265.19044,1.072E3,7.662E4,5.2103,4.6754,7.662E4,4.128E3,0.5797,265.18928,265.19153,0.0632,0.5635,0.7822,ESTIMATED,265.19057,1.614E3,6.381E4,7.9413,5.7617,6.381E4
6,3.971E3,0.5887,342.16664,342.17002,0.5,4,0,0.857,4.81,0.00165,0.008,0,0.5587,0.7856,342.1688,1.127E3,6.918E4,6.918E4,3.83E3,0.582,342.16692,342.1715,0.0507,0.5649,0.7839,ESTIMATED,342.16842,1.669E3,6.918E4,5.487,4.2628,6.918E4,1.521E3,0.5881,342.16675,342.17218,0.0444,0.5701,0.7642,ESTIMATED,342.16882,1.457E3,2.793E4,12.519,5.3479,2.793E4,3.971E3,0.5968,342.16656,342.17103,0.0511,0.5588,0.7793,ESTIMATED,342.16872,1.575E3,6.856E4,1.9654,2.1029,6.856E4,1.365E3,0.5752,342.16576,342.17074,0.0884,0.5587,0.7703,ESTIMATED,342.16899,1.304E3,1.694E4,8.9919,10.4423,1.694E4,1.531E3,0.5928,342.16634,342.17337,0.0319,0.5739,0.7832,ESTIMATED,342.16851,1.237E3,3.027E4,4.5624,8.7878,3.027E4,1.581E3,0.5888,342.16649,342.17383,0.0752,0.5707,0.7793,ESTIMATED,342.16997,1.352E3,2.722E4,6.0546,5.3292,2.722E4,3.467E3,0.5847,342.16664,342.17002,0.0486,0.5667,0.7856,ESTIMATED,342.16832,1.127E3,6.532E4,4.7168,3.9763,6.532E4,3.407E3,0.6011,342.16677,342.16995,0.0984,0.5635,0.7822,ESTIMATED,342.16867,1.247E3,5.595E4,2.2427,3.5847,5.595E4
7,3.517E3,0.5884,200.1081,200.11008,0.5,4,0,0.816,5.08,0.00102,0.0096,0,0.5578,0.7839,200.1094,1.026E3,6.264E4,6.264E4,3.517E3,0.582,200.1079,200.11081,0.0502,0.5649,0.7839,ESTIMATED,200.10907,1.58E3,6.264E4,5.7837,4.6437,6.264E4,1.024E3,0.5881,200.10824,200.11006,0.0373,0.5701,0.6899,ESTIMATED,200.10911,1.988E3,1.913E4,4.8787,3.3282,1.913E4,3.391E3,0.5968,200.10778,200.11161,0.0851,0.5588,0.7793,ESTIMATED,200.10921,1.819E3,5.114E4,2.641,2.45,5.114E4,6.969E2,0.5943,200.10939,200.11147,0.1129,0.5752,0.6813,ESTIMATED,200.10992,1.194E3,1.547E4,3.7396,2.4853,1.547E4,1.078E3,0.5928,200.10749,200.11067,0.0505,0.5578,0.7832,ESTIMATED,200.10986,1.026E3,1.584E4,3.31,3.5843,1.584E4,8.667E2,0.5888,200.10946,200.11057,0.0475,0.5707,0.676,ESTIMATED,200.11001,1.755E3,1.747E4,4.1214,2.8986,1.747E4,2.372E3,0.5847,200.1081,200.11008,0.0514,0.5667,0.6799,ESTIMATED,200.109,2.252E3,4.886E4,5.1146,3.1431,4.886E4,2.921E3,0.5797,200.10845,200.11046,0.0553,0.5635,0.7822,ESTIMATED,200.10905,1.52E3,4.526E4,9.6972,4.9117,4.526E4
8,3.211E3,0.5791,146.11587,146.11716,0.375,3,0,0.919,1.04,0.00015,0.023,0,0.5538,0.8147,146.11684,1.015E3,7.312E4,7.312E4,2.566E3,0.6027,146.11609,146.11705,0.1202,0.5649,0.7089,ESTIMATED,146.11674,1.991E3,5.055E4,1.8672,1.6919,5.055E4,2.139E3,0.5701,146.11547,146.1172,0.0354,0.5538,0.7789,ESTIMATED,146.11679,1.015E3,4.399E4,6.2196,5.0276,4.399E4,3.211E3,0.5755,146.11636,146.11807,0.0463,0.5588,0.7644,ESTIMATED,146.11694,1.142E3,7.312E4,3.9832,3.7313,7.312E4,2.029E3,0.5752,146.1161,146.11795,0.12,0.5587,0.785,ESTIMATED,146.11724,1.172E3,5.367E4,6.5385,4.9659,5.367E4,1.993E3,0.5739,146.1148,146.11815,0.0279,0.5578,0.7393,ESTIMATED,146.11685,1.421E3,6.272E4,4.5705,5.8473,6.272E4,1.61E3,0.5707,146.1164,146.11809,0.0321,0.5547,0.676,ESTIMATED,146.1169,6.042E3,4.436E4,6.7068,3.7911,4.436E4,2.383E3,0.5847,146.11587,146.11716,0.0477,0.5667,0.8147,ESTIMATED,146.11667,1.019E3,4.226E4,4.8776,4.0631,4.226E4,2.506E3,0.5797,146.11512,146.11683,0.047,0.5635,0.7822,ESTIMATED,146.11659,1.103E3,4.964E4,5.2084,4.254,4.964E4
9,2.326E3,0.5884,234.12245,234.1253,0.375,3,0,0.905,1.72,0.0004,0.0047,0,0.5587,0.7856,234.1232,1.102E3,4.269E4,4.269E4,2.326E3,0.582,234.12288,234.12441,0.0472,0.5649,0.7839,ESTIMATED,234.1235,1.887E3,4.269E4,7.9528,5.4225,4.269E4,6.859E2,0.5881,234.12136,234.12558,0.0317,0.5701,0.7194,ESTIMATED,234.12304,1.469E3,1.25E4,7.35,4.1477,1.25E4,2.167E3,0.5968,234.12256,234.12487,0.0733,0.5588,0.7793,ESTIMATED,234.12348,1.382E3,3.264E4,2.7714,2.7221,3.264E4,7.774E2,0.5943,234.12227,234.12491,0.041,0.5587,0.7407,ESTIMATED,234.12354,1.61E3,1.113E4,4.3333,2.5524,1.113E4,7.364E2,0.5928,234.12077,234.12516,0.0316,0.5739,0.7094,ESTIMATED,234.12297,1.623E3,1.656E4,4.588,3.4057,1.656E4,7.44E2,0.5888,234.12192,234.1252,0.0301,0.5707,0.72,ESTIMATED,234.12264,1.367E3,1.654E4,7.9613,4.1096,1.654E4,1.904E3,0.5847,234.12245,234.1253,0.0416,0.5667,0.7856,ESTIMATED,234.12336,1.135E3,4.05E4,5.0344,4.7063,4.05E4,2.031E3,0.5797,234.12109,234.12539,0.0513,0.5635,0.7822,ESTIMATED,234.12308,1.102E3,3.228E4,7.9819,6.27,3.228E4
10,1.424E3,0.5904,156.09865,156.10227,0.5,4,0,0.78,8.92,0.00139,0.0062,0,0.5588,0.7839,156.10093,1.001E3,1.717E4,1.717E4,1.424E3,0.582,156.10041,156.10225,0.0697,0.5649,0.7839,ESTIMATED,156.10115,1.331E3,1.717E4,8.8367,8.2979,1.717E4,9.037E2,0.5881,156.10053,156.10242,0.0553,0.5701,0.7494,ESTIMATED,156.10141,1.22E3,1.328E4,7.2643,7.4614,1.328E4,1.251E3,0.6123,156.10016,156.10192,0.1991,0.5588,0.7793,ESTIMATED,156.10106,1.107E3,1.285E4,2.752,2.0416,1.285E4,7.767E2,0.5943,156.09824,156.10188,0.1152,0.5752,0.7407,ESTIMATED,156.10002,1.282E3,1.243E4,21.2746,4.3174,1.243E4,8.516E2,0.5928,156.09858,156.10391,0.0445,0.5739,0.7393,ESTIMATED,156.10123,1.126E3,1.471E4,6.7161,4.3966,1.471E4,8.975E2,0.5888,156.09872,156.10221,0.0583,0.5707,0.7498,ESTIMATED,156.10107,1.001E3,1.411E4,6.277,4.9784,1.411E4,1.092E3,0.5847,156.09865,156.10227,0.0366,0.5667,0.7709,ESTIMATED,156.1006,1.311E3,1.681E4,7.8245,6.3462,1.681E4,1.137E3,0.5797,156.09975,156.10118,0.079,0.5635,0.7822,ESTIMATED,156.10093,1.04E3,1.364E4,11.5108,6.6585,1.364E4
