,mz,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML
1,371.1617,18.8,514556645.9372679,251100199.07026085,510253748.75776035,585165015.7526367,432864569.9870219
2,442.2233,17.84,1200143009.4031293,1235890476.5953689,1197054086.743675,1251396480.115939,1096271040.199944
3,292.1118,3.1,99832067.41766419,104551204.56549895,108859652.22971973,90023362.62954323,92828334.85128096
4,502.2395,22.82,339825007.04839915,264708109.60078883,381137417.52023005,394867721.07133096,369819031.73781383
5,342.1706,3.23,0.0,0.0,3687.8974957609316,0.0,51053.28919515537
6,455.1791,17.06,1887754.368092473,1604111.908596452,1755902.6693345124,1659476.7411022603,1017687.2761267943
7,408.1344,28.84,48622.446291168264,124486.90987833556,8888.81646536073,76433.29156263676,84989.98532828981
8,359.2447,0.73,45098879.93496456,43868756.48264159,41215672.17207013,45130849.01542461,48284427.07320181
9,527.3126,27.0,25091409.138010547,25610992.519909,26094000.881444976,25812513.717927735,25719016.532176774
10,571.3155,5.62,40169740.0223618,38298143.276546575,37527762.096758805,35989310.66539938,34204109.75892557
11,360.9916,28.73,387843.1660851699,593878.9597186364,479197.87304022023,437413.4923580612,443715.89137608744
12,312.1234,23.55,676507421.4878451,694286876.6068892,584590066.2323744,451350223.2727396,400262161.2539627
13,205.0975,3.47,455497.09722905443,0.0,622357.3462499212,707636.0977857629,331960.5636709943
14,338.0867,3.2,48192854.84777233,52029560.681257956,58328853.21438492,48250253.08304537,49551538.85895486
15,444.0999,19.56,111276290.4762168,117109593.50260313,114776945.10489467,131225023.67491621,129828879.75992976
16,397.1778,4.56,41721708.72949722,2796490.5739380717,147480075.00873336,178772358.81710756,192828203.10409388
17,454.2245,3.27,7001277.938990954,7774394.996697906,7574410.38873563,8343879.869039427,9228653.983495042
18,442.2246,3.31,32914145.3195637,33531040.05026782,40350503.76667409,31393898.188689902,33034352.603726204
19,510.2657,3.66,22952647.033862974,22846358.498471536,15163341.196338538,16739333.937747356,13548001.726898856
20,310.1077,23.68,494806454.59408027,503071188.90031767,503984691.06748486,522931502.8323549,543274801.469121
21,200.1107,3.38,145490879.6383197,154777047.3673401,154615398.9326686,147162874.02545434,140971480.57374752
22,309.1601,4.31,357453344.4982102,247720193.29478574,365060265.3474525,361848906.3051865,376373781.7477481
23,478.0977,22.69,5873937.611650879,1726462.7204135533,29550519.6697104,110609845.34370261,153139631.5700893
24,329.1535,0.53,1010084274.6320369,1098818894.219745,991405046.3701428,1028903936.3375022,1180675086.5971785
25,374.2121,19.34,525767560.23611605,321552633.6128875,542078105.7740295,534926346.90577734,375397331.3796249
26,408.1383,27.0,312698696.9547931,312980567.9660247,312701508.84374774,305846082.6980884,299974108.0743619
27,313.1736,12.18,1959490332.0634127,1318969027.2042015,2192702373.4639034,2408135406.1521993,1786847572.9593096
28,453.2091,15.48,8885069.988909697,9302363.993439311,9166029.21783524,10139135.134758154,8901617.779487947
29,495.2201,25.98,6600398.772843941,7213500.87261844,6473116.085992379,6350615.870233114,6771964.424549079
30,376.1461,12.58,960335720.7802765,872966034.7334963,951987430.8859136,989209131.274498,914932282.7897686
31,531.1575,12.35,269665490.8399045,285703405.3014877,247405411.0757839,260909687.454983,227131003.00895503
32,407.2218,3.22,0.0,0.0,147164.67210052625,0.0,0.0
33,345.2429,24.7,4739078.9707292225,4729029.752251379,4414608.106041569,4375647.522411737,4501115.051672682
34,268.1912,4.17,516954550.59224224,473459661.83462,506692317.54112506,506892686.1018245,515836065.4021923
35,416.9913,24.88,76850437.13337432,26689633.143616963,161843221.94760093,363344925.47470874,440120452.6602993
36,264.1751,12.26,343090109.06828094,188709645.4957178,472520406.7064497,554063238.8661071,414058243.7941032
37,320.141,3.38,1322127693.151147,1402510362.372776,1123461052.169889,1173959122.6674995,1107552318.6027856
38,414.1554,5.02,455342182.9773882,453863697.2019325,470436803.7044966,494651484.6085341,499097411.456427
39,270.1856,10.04,1307004608.8269632,916593582.425821,1467677271.1598895,1353298601.1795683,1102629350.5374775
40,261.1965,6.81,6291715581.486748,5251797409.772765,6267977288.804195,5918020714.917934,5326613836.524318
41,340.1549,4.82,190615682.9736187,197175666.8650856,174239664.24660906,153044406.09226403,113337797.3722069
42,214.1091,5.47,40727431.59100335,40827974.751936175,38538299.91420294,37388551.8716069,35665003.35203174
43,288.2324,9.72,2423161664.088051,1723279788.566937,2686688668.204126,2418700116.0473604,1900767595.3930578
44,315.2323,28.21,47670850.301965475,48109778.762709975,47776549.71958245,44805835.70985671,56066500.90547558
45,286.1917,4.19,2298818617.002968,1947610145.5816073,2562697439.9915905,2585300605.1365213,2378822257.8449874
46,277.0646,6.46,28799168.01513949,30152346.183185745,28352744.52529903,27484112.787495963,30533115.750411794
47,399.0764,11.55,14769161.949845148,9841424.701182231,15854555.719539838,16887443.092594538,12073589.481259612
48,317.1647,3.81,32814024.27918696,33818758.747126296,27315338.25857062,30598577.34839329,27224121.50626964
49,308.1106,31.54,4426825.157965197,4967559.565210376,4039711.52677437,4311591.719661551,4877056.442150104
50,408.1721,16.69,3106241100.0755115,2286602770.0566263,3339172856.2259235,3464175494.044494,2788776611.7994385
51,302.2482,11.46,108906361.44939865,33973161.13741003,332356107.52143294,613536595.781873,672411540.0149118
52,256.1812,4.3,2031096903.098415,1759013083.8695977,2198442120.337356,2279783279.265687,2185487622.464179
53,279.186,5.24,1798822257.9056888,1430162943.8432868,2094611256.1226835,2202307898.256558,2211878562.228598
54,245.2016,9.63,1194275143.363269,458269513.1947495,1918326392.0568895,2655844824.8594074,3245257195.230372
55,180.1022,5.88,43682433.47482386,42504477.80998231,41730596.8250231,41187024.098848075,51959441.92769699
56,355.2022,4.54,234736058.09357563,214948390.7307878,239385409.12826,242265760.1166295,262839498.48411366
57,337.2127,3.67,3935920.004203341,4723794.960693781,4656895.727024401,4252080.434851661,4564612.853840586
58,310.1264,5.46,193744470.15203083,180673479.6491314,188961611.55035716,183286282.95689288,159907673.95344076
59,327.1377,4.98,131454073.1054604,84518475.69258377,166612349.77458885,163508971.92765623,123683279.18575318
60,384.1448,4.12,45679561.9428482,44119082.77984493,42875414.15074186,38917353.27432108,31888931.39171797
61,235.1808,3.59,222479416.96177375,204143963.76866972,211311446.01368877,209671663.76467013,192528955.14664233
62,195.092,3.47,420952121.6357975,409808116.4985312,387812371.31797564,426203432.61058104,435349267.754859
63,438.1831,15.79,211237187.32001457,190549817.2680323,214018971.09056318,203802952.87786686,159309621.64515874
64,361.1206,31.63,36793328.79753087,40330432.67234612,38203398.038675725,36544405.81086087,50006718.72631613
65,242.1179,28.54,20196972.805522345,19943430.03536404,19637851.863380603,18824677.251170594,23889542.976687714
66,430.2596,12.4,158342319.91720325,134217022.91672543,169510554.66047058,189614703.96297,166815714.0312429
67,180.1749,5.13,1485085584.965419,1352529405.0008917,1392585535.0095959,1223210665.828289,847772652.7651643
68,484.1241,14.2,90039391.69572161,32027596.62497335,183520418.31016076,245613363.53708267,242429222.84159577
69,480.214,12.53,376279378.0385134,398452387.51694983,375348536.44783074,390830624.76150316,394281498.1416338
70,254.1543,5.53,0.0,0.0,7896.641106367242,0.0,34339.01293991688
71,285.0211,4.73,187937314.26875076,192117656.11926663,176637238.31324184,172412304.20115912,161395156.46736482
72,311.0813,6.9,58572159.48779587,54205022.980144784,63792569.8974752,64715545.20961434,75780573.49641845
73,397.0101,22.36,2274927058.836778,1596633248.7957337,2572307569.3421373,2234228252.2597337,2152656458.468568
74,338.2515,25.73,2413792889.425174,1878673591.526233,2457805615.4572754,1956976658.249963,1284318195.054758
75,377.2121,31.73,0.0,0.0,0.0,1788.6502582376984,0.0
76,381.0328,21.77,939308523.300474,789317194.1243347,962852116.0632867,806360284.9554667,698530671.8229477
77,312.1379,16.03,1546557895.0122967,1526603102.8591473,1606447212.1311433,1865021979.4456115,1668380820.4469633
78,404.0377,4.96,17396664.952242043,19723584.601208754,15943554.52489058,17917387.1146402,15917654.927567251
79,354.2431,20.1,1332949337.7992678,1108582675.840426,1471273558.7785711,1728509165.0510128,1719840533.3417702
80,324.1962,10.37,2371997998.569758,2113822159.9409366,2366692522.8364944,2654724222.177938,1768653005.0262806
81,607.3258,31.43,29047.372914551634,27429.01263991536,8295.530444220833,17021.29012413945,0.0
82,470.233,16.51,139386205.7621256,85281463.60834675,164327890.54413423,154591918.11054656,99285572.24879286
83,427.2148,4.56,115432311.1289332,129219104.03778714,112999692.72915131,104668186.22105908,106376929.89391278
84,349.2128,3.51,184882417.35677105,185933686.5592455,212485423.145276,184469260.7664369,184699372.8142111
85,296.147,11.56,1002905821.7769985,597486000.7557034,1205962823.4365609,1306459580.6530528,1006105033.6053808
86,318.2795,21.48,2106764355.565476,1255886578.4793236,2535196255.4500103,2366905333.0945053,2616363787.6528797
