Image_Path,Compound Name,M/Z,Retention Time,rt_min,rt_max,intensity_max,Area,Score
/home/zzy/peak-output/qe/SA1,1,371.1617,19.087,18.756800174713135,19.417420196533204,35243740.0,6066171.168,1.0
/home/zzy/peak-output/qe/SA1,2,442.2233,17.663,17.285633811950685,18.040849266052245,2452513.5,401848.9,1.0
/home/zzy/peak-output/qe/SA1,3,292.1118,3.111,2.7468559837341306,3.4754008865356445,2687353.5,453320.276,1.0
/home/zzy/peak-output/qe/SA1,4,502.2395,22.642,22.209894781112673,23.073704414367675,12233460.0,2540496.209,1.0
/home/zzy/peak-output/qe/SA1,5,342.1706,3.394,3.2147631835937505,3.5731080245971683,30428912.0,1040418.6,1.0
/home/zzy/peak-output/qe/SA1,6,455.1791,17.331,17.08127326965332,17.58140296936035,114167.523,12262.023,1.0
/home/zzy/peak-output/qe/SA1,7,408.1344,28.443,28.19847008705139,28.6883180809021,9017218.0,784199.99,0.9990000128746033
/home/zzy/peak-output/qe/SA1,8,359.2447,0.61,0.47842450809478765,0.7425528821945191,6927227.0,225024.711,1.0
/home/zzy/peak-output/qe/SA1,9,527.3126,27.003,26.66883188247681,27.336334953308107,1278666.25,177781.03,1.0
/home/zzy/peak-output/qe/SA1,10,571.3155,5.571,5.275104656219482,5.865997161865234,2537355.75,266710.706,1.0
/home/zzy/peak-output/qe/SA1,11,360.9916,28.937,28.738268299102785,29.135617465972903,59208.176,3579.73,1.0
/home/zzy/peak-output/qe/SA1,12,312.1234,23.401,23.037726554870606,23.764378509521485,28882112.0,5575105.543,1.0
/home/zzy/peak-output/qe/SA1,13,205.0975,3.335,3.1218736076354983,3.5481320762634274,13622891.0,763669.758,1.0
/home/zzy/peak-output/qe/SA1,14,338.0867,3.303,3.119248504638672,3.4858689498901363,7121825.0,254902.542,1.0
/home/zzy/peak-output/qe/SA1,15,444.0999,19.747,19.377238693237306,20.116699829101563,5485091.5,875359.919,1.0
/home/zzy/peak-output/qe/SA1,16,397.1778,3.99,3.8121562862396248,4.168248310089112,18707050.0,1118250.817,0.9919999837875366
/home/zzy/peak-output/qe/SA1,16,397.1778,4.602,4.369168033599854,4.834521236419678,24417350.0,1712095.746,0.9990000128746033
/home/zzy/peak-output/qe/SA1,17,454.2245,3.386,3.223054981231689,3.5493657112121584,2394373.0,79424.795,1.0
/home/zzy/peak-output/qe/SA1,18,442.2246,3.344,3.1402743339538572,3.5486500740051268,7295275.5,222243.889,1.0
/home/zzy/peak-output/qe/SA1,19,510.2657,3.734,3.532861175537109,3.935514488220215,3095185.75,157175.401,1.0
/home/zzy/peak-output/qe/SA1,20,310.1077,23.799,23.413522586822513,24.184287033081056,20440592.0,3842629.881,1.0
