id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height
1,1.46E4,0.5765,172.1184,172.11902,0.25,2,0,0.897,0.56,0.0001,0.0023,0,0.5502,0.7793,172.11882,9.746E3,2.975E5,2.975E5,1.218E4,0.5847,172.1184,172.11902,0.053,0.5502,0.7709,ESTIMATED,172.11868,1E4,1.695E5,4.1911,3.1905,1.695E5,3.675E3,0.5739,172.11871,172.11895,0.0307,0.5578,0.6074,ESTIMATED,172.11878,5.508E4,1.573E5,2.0722,1.5361,1.573E5,4.604E3,0.5752,172.11874,172.11929,0.0312,0.5587,0.6233,ESTIMATED,172.11907,5.252E4,1.623E5,2.9221,1.9611,1.623E5,1.46E4,0.5755,172.11863,172.1194,0.0596,0.5588,0.7793,ESTIMATED,172.11883,1.06E4,2.975E5,6.0781,5.6636,2.975E5,8.961E3,0.5701,172.11818,172.11912,0.0563,0.5538,0.7789,ESTIMATED,172.11878,9.746E3,1.3E5,10.5863,7.9264,1.3E5,1.305E4,0.582,172.11854,172.11944,0.0485,0.5649,0.7692,ESTIMATED,172.11889,1.208E4,2.144E5,8.0486,5.7684,2.144E5,8.64E3,0.5707,172.11848,172.119,0.0457,0.5547,0.7793,ESTIMATED,172.11873,1.094E4,1.382E5,9.4469,9.6257,1.382E5,1.175E4,0.5797,172.11826,172.11986,0.0479,0.5635,0.7675,ESTIMATED,172.1188,1.054E4,2.004E5,8.3817,6.3649,2.004E5
2,2.09E3,0.565,109.07455,109.07569,0.5,4,0,0.759,2.4,0.00026,0.066,0,0.488,0.7496,109.07527,1.405E3,1.97E4,1.97E4,1.771E3,0.6044,109.07455,109.07569,0.1776,0.5027,0.6952,ESTIMATED,109.07511,2.366E3,1.97E4,0.8936,0.9468,1.97E4,4.791E2,0.5264,109.07487,109.07562,0.0843,0.4956,0.5928,ESTIMATED,109.07524,4.446E3,7.034E3,2.1514,1.5757,7.034E3,1.873E2,0.5267,109.07523,109.07565,0.0756,0.5102,0.5587,ESTIMATED,109.07551,5.381E3,6.224E3,1.9404,1.4702,6.224E3,2.09E3,0.5968,109.07486,109.07576,0.0509,0.5108,0.7496,ESTIMATED,109.07532,1.405E3,1.874E4,1.5374,1.3885,1.874E4,5.933E2,0.5384,109.07495,109.07571,0.0551,0.5061,0.6029,ESTIMATED,109.07537,3.845E3,8.188E3,1.9943,1.4972,8.188E3,1.526E3,0.6027,109.07486,109.07559,0.0666,0.488,0.6177,ESTIMATED,109.07521,3.51E3,1.916E4,0.1468,0.5654,1.916E4,2.869E2,0.5232,109.07513,109.07551,0.0815,0.4922,0.5547,ESTIMATED,109.07531,4.213E3,7.412E3,1.0161,1.0081,7.412E3,1.813E3,0.6011,109.07464,109.07591,0.0573,0.5005,0.738,ESTIMATED,109.07513,1.681E3,1.953E4,1.2739,1.1815,1.953E4
3,3.981E3,0.5884,249.19452,249.19707,0.5,4,0,0.883,0.96,0.00024,0.0107,0,0.5547,0.7856,249.19587,1.256E3,7.496E4,7.496E4,3.587E3,0.5847,249.19452,249.19707,0.0475,0.5667,0.7856,ESTIMATED,249.1957,1.892E3,7.381E4,8.757,4.4062,7.381E4,1.386E3,0.5928,249.19429,249.19699,0.0438,0.5739,0.7832,ESTIMATED,249.19587,1.545E3,2.164E4,8.4099,5.7559,2.164E4,7.542E2,0.5943,249.19581,249.19672,0.191,0.5587,0.6378,ESTIMATED,249.19644,7.52E3,1.399E4,1.2202,1.1101,1.399E4,3.981E3,0.5968,249.1949,249.19667,0.0883,0.5588,0.7793,ESTIMATED,249.19565,2.548E3,5.714E4,58.3425,2.7079,5.714E4,1.413E3,0.5881,249.19489,249.19757,0.0362,0.5701,0.7346,ESTIMATED,249.19594,2.37E3,2.73E4,6.8086,4.8592,2.73E4,3.976E3,0.582,249.19475,249.19661,0.0467,0.5649,0.7839,ESTIMATED,249.19575,1.256E3,7.496E4,6.6252,5.3635,7.496E4,7.523E2,0.5888,249.19571,249.19663,0.0222,0.5547,0.6182,ESTIMATED,249.19588,7.589E3,3.054E4,0.8585,0.9293,3.054E4,3.212E3,0.5797,249.1951,249.19597,0.0507,0.5635,0.7229,ESTIMATED,249.1957,5.862E3,5.552E4,8.349,4.9278,5.552E4
4,6.886E3,0.5884,288.15658,288.15965,0.625,5,0,0.866,1.34,0.00039,0.0107,0,0.5587,0.7856,288.15928,1.262E3,1.146E5,1.146E5,5.673E3,0.5847,288.15658,288.15965,0.0408,0.5667,0.7856,ESTIMATED,288.15902,2.57E3,1.146E5,5.7498,4.4165,1.146E5,3.199E3,0.5928,288.15823,288.16143,0.0328,0.5739,0.7832,ESTIMATED,288.15908,2.767E3,6.964E4,4.4117,4.2821,6.964E4,1.602E3,0.5943,288.15917,288.1602,0.0407,0.5587,0.6233,ESTIMATED,288.15991,2.559E4,4.477E4,0.8135,0.9067,4.477E4,6.5E3,0.5968,288.15887,288.15987,0.0593,0.5588,0.7793,ESTIMATED,288.15945,4.491E3,9.64E4,2.9121,2.7314,9.64E4,3.749E3,0.5881,288.15733,288.16155,0.0339,0.5701,0.7789,ESTIMATED,288.15907,2.478E3,7.986E4,5.5098,4.3591,7.986E4,6.886E3,0.582,288.15809,288.16005,0.0541,0.5649,0.7839,ESTIMATED,288.15926,1.262E3,1.131E5,6.4331,5.4685,1.131E5,3.496E3,0.5888,288.15821,288.16138,0.0325,0.5707,0.7793,ESTIMATED,288.15941,3.163E3,7.566E4,4.9451,5.2011,7.566E4,5.493E3,0.5797,288.15863,288.1593,0.0614,0.5635,0.7229,ESTIMATED,288.15908,9.863E3,8.311E4,8.7704,4.9278,8.311E4
5,3.467E3,0.5913,342.16664,342.17002,0.5,4,0,0.764,2.89,0.00099,0.008,0,0.5587,0.7856,342.16889,1.127E3,6.856E4,6.856E4,3.467E3,0.5847,342.16664,342.17002,0.0486,0.5667,0.7856,ESTIMATED,342.16832,1.127E3,6.532E4,4.7168,3.9763,6.532E4,1.527E3,0.5928,342.16634,342.17129,0.0319,0.5739,0.7832,ESTIMATED,342.16833,1.237E3,3.027E4,4.5221,8.7878,3.027E4,9.151E2,0.5752,342.16812,342.16947,0.0768,0.5587,0.6378,ESTIMATED,342.16895,1.061E4,1.694E4,3.8018,2.4009,1.694E4,3.011E3,0.5968,342.16843,342.16956,0.0455,0.5755,0.7194,ESTIMATED,342.16913,4.491E3,6.856E4,3.5009,3.3475,6.856E4,1.521E3,0.5881,342.16675,342.17218,0.0444,0.5701,0.7642,ESTIMATED,342.16882,1.457E3,2.793E4,12.519,5.3479,2.793E4,2.415E3,0.6027,342.16736,342.16984,0.0358,0.582,0.7394,ESTIMATED,342.16902,2.935E3,6.009E4,3.7696,3.4104,6.009E4,1.525E3,0.5888,342.16649,342.17101,0.0405,0.5707,0.7793,ESTIMATED,342.16931,1.352E3,2.722E4,6.0546,5.3292,2.722E4,2.491E3,0.6011,342.16811,342.16995,0.0358,0.5797,0.7822,ESTIMATED,342.16927,1.247E3,5.595E4,3.9423,5.9223,5.595E4
6,4.46E3,0.5921,265.19014,265.19091,0.25,2,1,0.823,1.43,0.00038,0.008,0,0.5538,0.7856,265.19082,1.612E3,8.251E4,8.251E4,3.822E3,0.5847,265.19014,265.19091,0.0462,0.5667,0.7856,ESTIMATED,265.19043,1.612E3,7.662E4,5.2103,4.6754,7.662E4,1.421E3,0.5928,265.18857,265.19309,0.0349,0.5739,0.6656,ESTIMATED,265.19081,3.324E3,3.269E4,3.8664,2.4332,3.269E4,1.13E3,0.5943,265.19008,265.19108,0.08,0.5587,0.6378,ESTIMATED,265.19075,1.304E4,2.292E4,1.2202,1.1101,2.292E4,2.92E3,0.5968,265.19061,265.19094,0.1633,0.5588,0.6273,ESTIMATED,265.19082,5.215E4,5.989E4,0.8026,0.9013,5.989E4,7.973E2,0.5881,265.19062,265.19174,0.0256,0.5538,0.6029,ESTIMATED,265.1916,6.736E3,4.154E4,0.7663,0.7158,4.154E4,4.46E3,0.582,265.19019,265.19126,0.0479,0.5649,0.7839,ESTIMATED,265.19073,3.26E3,8.251E4,6.4053,5.3293,8.251E4,3.793E2,0.6182,265.1906,265.19102,0.082,0.6037,0.647,ESTIMATED,265.19082,1.242E4,1.39E4,1.9874,1.4937,1.39E4,3.978E3,0.5797,265.19011,265.19099,0.0632,0.5635,0.738,ESTIMATED,265.1906,4.346E3,6.381E4,7.9413,5.1848,6.381E4
7,3.489E3,0.5927,265.19088,265.19189,0.125,1,1,0.944,0,0,0,0,0.5538,0.7793,265.19122,1.923E3,8.251E4,8.251E4,4.157E2,0.6192,265.19088,265.19189,0.0297,0.6044,0.6341,ESTIMATED,265.19088,2.803E4,2.803E4,1,1,2.803E4,9.37E2,0.5928,265.19074,265.19314,0.0349,0.5739,0.6364,ESTIMATED,265.1918,9.024E3,3.269E4,2.3186,1.6593,3.269E4,7.052E2,0.5943,265.19104,265.19189,0.0583,0.5587,0.6088,ESTIMATED,265.19106,1.791E4,2.292E4,0.4067,0.7034,2.292E4,3.489E3,0.5968,265.19061,265.19285,0.1091,0.5588,0.6575,ESTIMATED,265.19103,1.68E4,5.989E4,1.5965,1.2982,5.989E4,7.973E2,0.5881,265.1907,265.19189,0.0256,0.5538,0.6029,ESTIMATED,265.1916,6.736E3,4.154E4,0.7663,0.7158,4.154E4,3.112E3,0.582,265.19058,265.19189,0.0479,0.5649,0.6325,ESTIMATED,265.19074,3.197E4,8.251E4,2.9408,1.9704,8.251E4,2.125E3,0.5888,265.18995,265.19323,0.0303,0.5707,0.7793,ESTIMATED,265.19189,1.923E3,4.8E4,6.8756,5.368,4.8E4,1.196E3,0.5797,265.19076,265.19189,0.0375,0.5635,0.6011,ESTIMATED,265.19076,6.381E4,6.381E4,1.3196,1.1598,6.381E4
8,3.231E3,0.5929,200.1081,200.11008,0.5,4,0,0.584,4.56,0.00091,0.0096,0,0.5588,0.7856,200.10946,1.194E3,6.264E4,6.264E4,2.654E3,0.5847,200.1081,200.11008,0.0514,0.5667,0.7856,ESTIMATED,200.10903,1.251E3,4.886E4,5.1018,5.2448,4.886E4,3.757E2,0.6074,200.10939,200.11044,0.0369,0.5928,0.6509,ESTIMATED,200.11007,5.778E3,1.287E4,2.9648,1.9824,1.287E4,7.344E2,0.5943,200.10939,200.11147,0.1129,0.5752,0.7107,ESTIMATED,200.10993,1.194E3,1.547E4,3.7396,3.5305,1.547E4,2.981E3,0.5968,200.10865,200.10993,0.0851,0.5588,0.673,ESTIMATED,200.10924,1.137E4,5.114E4,2.0044,1.5022,5.114E4,1.075E3,0.5881,200.10824,200.11024,0.0373,0.5701,0.7194,ESTIMATED,200.10912,1.268E3,1.913E4,4.8787,4.3069,1.913E4,3.231E3,0.582,200.10875,200.11016,0.0502,0.5649,0.6934,ESTIMATED,200.10907,6.88E3,6.264E4,5.7837,3.7422,6.264E4,1.06E3,0.5888,200.10817,200.11063,0.0475,0.5707,0.7793,ESTIMATED,200.10995,1.268E3,1.747E4,4.8098,6.1245,1.747E4,2.073E3,0.6011,200.10851,200.11046,0.045,0.5797,0.7822,ESTIMATED,200.10926,1.52E3,4.161E4,4.6667,3.394,4.161E4
9,2.566E3,0.5791,146.11608,146.11716,0.375,3,0,0.888,0.89,0.00013,0.023,0,0.5538,0.7709,146.1168,1.131E3,7.312E4,7.312E4,2.332E3,0.5847,146.11608,146.11716,0.0477,0.5667,0.7709,ESTIMATED,146.11668,1.131E3,4.226E4,4.8776,4.0631,4.226E4,1.306E3,0.5739,146.11639,146.11679,0.0279,0.5578,0.6074,ESTIMATED,146.11673,1.246E4,6.272E4,1.3083,1.5361,6.272E4,1.162E3,0.5752,146.1161,146.11725,0.0289,0.5587,0.6088,ESTIMATED,146.11703,1.219E4,5.367E4,2.0425,1.5212,5.367E4,2.153E3,0.5755,146.11657,146.11682,0.0413,0.5588,0.6123,ESTIMATED,146.11673,4.148E4,7.312E4,2.21,1.605,7.312E4,1.296E3,0.5701,146.11667,146.1172,0.0354,0.5538,0.6174,ESTIMATED,146.1171,1.086E4,4.399E4,2.8969,1.9485,4.399E4,2.566E3,0.6027,146.11609,146.11705,0.1202,0.5649,0.7089,ESTIMATED,146.11674,1.991E3,5.055E4,1.8672,1.6919,5.055E4,1.294E3,0.5707,146.11649,146.11724,0.0321,0.5547,0.6325,ESTIMATED,146.11681,6.454E3,4.436E4,3.9193,2.4323,4.436E4,2.472E3,0.5797,146.11622,146.11683,0.047,0.5635,0.7529,ESTIMATED,146.11661,1.276E3,4.964E4,5.2084,4.254,4.964E4
10,2.052E3,0.586,234.12245,234.12376,0.375,3,0,0.858,1.22,0.00028,0.0047,0,0.5587,0.7793,234.12319,1.092E3,4.269E4,4.269E4,1.462E3,0.5847,234.12245,234.12376,0.0416,0.5667,0.6492,ESTIMATED,234.12306,8.184E3,4.05E4,3.5824,2.2912,4.05E4,6.55E2,0.5928,234.12267,234.12453,0.0316,0.5739,0.6656,ESTIMATED,234.12305,2.144E3,1.656E4,3.8664,2.4332,1.656E4,1.282E2,0.5752,234.12298,234.12352,0.0357,0.5587,0.5943,ESTIMATED,234.12352,7.193E3,7.193E3,1.1628,1.0814,7.193E3,2.052E3,0.5968,234.12256,234.12405,0.0733,0.5588,0.7346,ESTIMATED,234.12343,2.603E3,3.264E4,2.7714,2.4754,3.264E4,7.222E2,0.5881,234.12136,234.12558,0.0317,0.5701,0.7494,ESTIMATED,234.12308,1.097E3,1.25E4,7.7921,5.1037,1.25E4,1.974E3,0.582,234.12296,234.12392,0.0472,0.5649,0.6783,ESTIMATED,234.12341,6.592E3,4.269E4,6.2074,3.3053,4.269E4,8.217E2,0.5888,234.12192,234.1252,0.0301,0.5707,0.7793,ESTIMATED,234.1228,1.092E3,1.654E4,8.4647,5.8546,1.654E4,1.113E3,0.5797,234.12298,234.12332,0.0937,0.5635,0.6162,ESTIMATED,234.1232,2.784E4,3.228E4,2.2577,1.6289,3.228E4
