id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height
1,2.143E3,0.565,109.07436,109.07569,0.75,6,1,0.843,3.22,0.00035,0.0812,0,0.4956,0.7496,109.07522,1.405E3,1.97E4,1.97E4,1.873E2,0.5267,109.07515,109.07565,0.0756,0.5102,0.5587,ESTIMATED,109.07551,5.381E3,6.224E3,1.9404,1.4702,6.224E3,2.143E3,0.6027,109.07397,109.07562,0.0709,0.5027,0.7394,ESTIMATED,109.07508,1.775E3,1.916E4,1.1999,1.1577,1.916E4,6.385E2,0.5384,109.07419,109.07571,0.0893,0.5061,0.6174,ESTIMATED,109.07532,2.075E3,8.188E3,2.4428,1.7214,8.188E3,1.813E3,0.6011,109.07464,109.07591,0.0573,0.5005,0.738,ESTIMATED,109.07513,1.681E3,1.953E4,1.2739,1.1815,1.953E4,5.491E2,0.5232,109.07399,109.07551,0.0927,0.5068,0.6182,ESTIMATED,109.07496,1.863E3,7.412E3,5.8163,3.4082,7.412E3,2.09E3,0.5968,109.07486,109.07576,0.0509,0.5108,0.7496,ESTIMATED,109.07532,1.405E3,1.874E4,1.5374,1.3885,1.874E4,5.636E2,0.5264,109.07487,109.07595,0.0969,0.4956,0.6219,ESTIMATED,109.07533,1.721E3,7.034E3,3.0973,2.0486,7.034E3,1.908E3,0.6044,109.07436,109.07569,0.1776,0.5027,0.7414,ESTIMATED,109.0751,2.03E3,1.97E4,1.2657,1.1739,1.97E4
2,1.46E4,0.5765,172.1184,172.11902,0.25,2,0,0.921,0.56,0.0001,0.0023,0,0.5502,0.7793,172.11877,9.746E3,2.975E5,2.975E5,8.342E3,0.5752,172.11727,172.11929,0.0312,0.5587,0.7703,ESTIMATED,172.11882,1.167E4,1.623E5,8.3855,5.7601,1.623E5,1.305E4,0.582,172.11854,172.11944,0.0485,0.5649,0.7692,ESTIMATED,172.11889,1.208E4,2.144E5,8.0486,5.7684,2.144E5,8.961E3,0.5701,172.11818,172.11912,0.0563,0.5538,0.7789,ESTIMATED,172.11878,9.746E3,1.3E5,10.5863,7.9264,1.3E5,1.175E4,0.5797,172.11826,172.11986,0.0479,0.5635,0.7675,ESTIMATED,172.1188,1.054E4,2.004E5,8.3817,6.3649,2.004E5,8.64E3,0.5707,172.11848,172.119,0.0457,0.5547,0.7793,ESTIMATED,172.11873,1.094E4,1.382E5,9.4469,9.6257,1.382E5,1.46E4,0.5755,172.11863,172.1194,0.0596,0.5588,0.7793,ESTIMATED,172.11883,1.06E4,2.975E5,6.0781,5.6636,2.975E5,8.102E3,0.5739,172.11758,172.11931,0.0651,0.5578,0.7688,ESTIMATED,172.11865,9.761E3,1.573E5,8.5786,5.6112,1.573E5,1.218E4,0.5847,172.1184,172.11902,0.053,0.5502,0.7709,ESTIMATED,172.11868,1E4,1.695E5,4.1911,3.1905,1.695E5
3,3.981E3,0.5884,249.19452,249.19707,0.625,5,0,0.914,1.33,0.00033,0.0107,0,0.5587,0.7856,249.19576,1.256E3,7.496E4,7.496E4,8.553E2,0.5943,249.1941,249.19672,0.2032,0.5587,0.6523,ESTIMATED,249.19614,6.971E3,1.399E4,1.6269,1.3135,1.399E4,3.976E3,0.582,249.19475,249.19661,0.0467,0.5649,0.7839,ESTIMATED,249.19575,1.256E3,7.496E4,6.6252,5.3635,7.496E4,1.53E3,0.5881,249.19283,249.19757,0.0362,0.5701,0.7789,ESTIMATED,249.19554,1.462E3,2.73E4,8.9093,5.6133,2.73E4,3.418E3,0.5797,249.1951,249.19743,0.0507,0.5635,0.7822,ESTIMATED,249.19575,2.234E3,5.552E4,8.349,5.8922,5.552E4,1.493E3,0.5888,249.19212,249.19918,0.0785,0.5707,0.7793,ESTIMATED,249.19565,1.654E3,3.054E4,7.7763,6.2693,3.054E4,3.981E3,0.5968,249.1949,249.19667,0.0883,0.5588,0.7793,ESTIMATED,249.19565,2.548E3,5.714E4,58.3425,2.7079,5.714E4,1.386E3,0.5928,249.19429,249.19699,0.0438,0.5739,0.7832,ESTIMATED,249.19587,1.545E3,2.164E4,8.4099,5.7559,2.164E4,3.587E3,0.5847,249.19452,249.19707,0.0475,0.5667,0.7856,ESTIMATED,249.1957,1.892E3,7.381E4,8.757,4.4062,7.381E4
4,6.369E2,0.5923,114.12679,114.12705,0.25,2,0,0.677,6.42,0.00073,0.0007,0,0.5587,0.7074,114.12686,1.13E3,1.43E4,1.43E4,1.755E2,0.5752,114.12679,114.12705,0.0409,0.5587,0.6088,ESTIMATED,114.1268,3.801E3,6.257E3,2.0425,1.5212,6.257E3,2.646E2,0.582,114.12705,114.12713,0.0378,0.5649,0.6027,ESTIMATED,114.12713,1.399E4,1.399E4,1.2029,1.1015,1.399E4,4.272E2,0.5881,114.12597,114.12903,0.2553,0.5701,0.6609,ESTIMATED,114.12742,1.574E3,1.226E4,4.0454,2.5227,1.226E4,6.369E2,0.6011,114.12602,114.12753,0.0683,0.5635,0.7074,ESTIMATED,114.127,1.13E3,1.237E4,2.2135,2.1951,1.237E4,5.035E2,0.5888,114.12578,114.12882,0.033,0.5707,0.676,ESTIMATED,114.12669,1.343E3,1.43E4,3.1547,2.2671,1.43E4,5.13E2,0.5968,114.12656,114.12727,0.062,0.5588,0.6421,ESTIMATED,114.12687,3.705E3,1.072E4,1.193,1.0965,1.072E4,8.48E1,0.6219,114.12623,114.12705,0.029,0.6074,0.6364,ESTIMATED,114.12623,5.848E3,5.848E3,1,1,5.848E3,2.437E2,0.5847,114.12679,114.12705,0.0376,0.5667,0.6044,ESTIMATED,114.12679,1.295E4,1.295E4,1.0917,1.0458,1.295E4
5,6.886E3,0.5884,288.15658,288.15965,0.75,6,0,0.853,4.03,0.00116,0.0123,0,0.5588,0.7856,288.1593,1.262E3,1.146E5,1.146E5,2.869E3,0.5943,288.1583,288.16309,0.0375,0.5752,0.785,ESTIMATED,288.16017,2.829E3,4.477E4,6.4868,5.6786,4.477E4,6.886E3,0.582,288.15809,288.16005,0.0541,0.5649,0.7839,ESTIMATED,288.15926,1.262E3,1.131E5,6.4331,5.4685,1.131E5,3.749E3,0.5881,288.15733,288.16155,0.0339,0.5701,0.7789,ESTIMATED,288.15907,2.478E3,7.986E4,5.5098,4.3591,7.986E4,5.829E3,0.5797,288.15719,288.15932,0.0614,0.5635,0.7822,ESTIMATED,288.15903,3.098E3,8.311E4,8.7704,6.1057,8.311E4,3.496E3,0.5888,288.15821,288.16138,0.0325,0.5707,0.7793,ESTIMATED,288.15941,3.163E3,7.566E4,4.9451,5.2011,7.566E4,6.5E3,0.5968,288.15887,288.15987,0.0593,0.5588,0.7793,ESTIMATED,288.15945,4.491E3,9.64E4,2.9121,2.7314,9.64E4,3.201E3,0.5928,288.15634,288.16143,0.0328,0.5739,0.7832,ESTIMATED,288.15901,2.767E3,6.964E4,4.4117,4.3267,6.964E4,5.673E3,0.5847,288.15658,288.15965,0.0408,0.5667,0.7856,ESTIMATED,288.15902,2.57E3,1.146E5,5.7498,4.4165,1.146E5
6,4.477E3,0.5884,265.19014,265.19091,0.5,4,0,0.774,5.49,0.00146,0.008,0,0.5587,0.7856,265.19099,1.249E3,8.251E4,8.251E4,1.789E3,0.5943,265.19008,265.19273,0.08,0.5587,0.785,ESTIMATED,265.19105,1.682E3,2.292E4,4.7133,3.3664,2.292E4,4.477E3,0.582,265.18898,265.19126,0.0479,0.5649,0.7839,ESTIMATED,265.19072,2.374E3,8.251E4,6.4053,5.3293,8.251E4,2.144E3,0.5881,265.18978,265.19383,0.0316,0.5701,0.7789,ESTIMATED,265.19152,1.249E3,4.154E4,5.9065,5.6098,4.154E4,4.128E3,0.5797,265.18928,265.19153,0.0632,0.5635,0.7822,ESTIMATED,265.19057,1.614E3,6.381E4,7.9413,5.7617,6.381E4,2.125E3,0.5888,265.18995,265.19323,0.0303,0.5707,0.7793,ESTIMATED,265.19189,1.923E3,4.8E4,6.8756,5.368,4.8E4,4.393E3,0.5968,265.18982,265.19285,0.1091,0.5588,0.7793,ESTIMATED,265.19093,2.995E3,5.989E4,3.0635,2.8603,5.989E4,1.421E3,0.5928,265.18857,265.19309,0.0349,0.5739,0.6656,ESTIMATED,265.19081,3.324E3,3.269E4,3.8664,2.4332,3.269E4,3.822E3,0.5847,265.19014,265.19091,0.0462,0.5667,0.7856,ESTIMATED,265.19043,1.612E3,7.662E4,5.2103,4.6754,7.662E4
7,3.971E3,0.5887,342.16664,342.17002,0.5,4,0,0.814,4.81,0.00165,0.008,0,0.5587,0.7856,342.1688,1.127E3,6.918E4,6.918E4,1.365E3,0.5752,342.16576,342.17074,0.0884,0.5587,0.7703,ESTIMATED,342.16899,1.304E3,1.694E4,8.9919,10.4423,1.694E4,3.83E3,0.582,342.16692,342.1715,0.0507,0.5649,0.7839,ESTIMATED,342.16842,1.669E3,6.918E4,5.487,4.2628,6.918E4,1.521E3,0.5881,342.16675,342.17218,0.0444,0.5701,0.7642,ESTIMATED,342.16882,1.457E3,2.793E4,12.519,5.3479,2.793E4,3.407E3,0.6011,342.16677,342.16995,0.0984,0.5635,0.7822,ESTIMATED,342.16867,1.247E3,5.595E4,2.2427,3.5847,5.595E4,1.581E3,0.5888,342.16649,342.17383,0.0752,0.5707,0.7793,ESTIMATED,342.16997,1.352E3,2.722E4,6.0546,5.3292,2.722E4,3.971E3,0.5968,342.16656,342.17103,0.0511,0.5588,0.7793,ESTIMATED,342.16872,1.575E3,6.856E4,1.9654,2.1029,6.856E4,1.531E3,0.5928,342.16634,342.17337,0.0319,0.5739,0.7832,ESTIMATED,342.16851,1.237E3,3.027E4,4.5624,8.7878,3.027E4,3.467E3,0.5847,342.16664,342.17002,0.0486,0.5667,0.7856,ESTIMATED,342.16832,1.127E3,6.532E4,4.7168,3.9763,6.532E4
8,3.517E3,0.5884,200.1081,200.11008,0.5,4,0,0.774,4.67,0.00094,0.0096,0,0.5578,0.7856,200.10943,1.004E3,6.264E4,6.264E4,7.526E2,0.5943,200.10939,200.11165,0.1129,0.5752,0.7255,ESTIMATED,200.10997,1.12E3,1.547E4,3.7396,3.5305,1.547E4,3.517E3,0.582,200.1079,200.11081,0.0502,0.5649,0.7839,ESTIMATED,200.10907,1.58E3,6.264E4,5.7837,4.6437,6.264E4,1.134E3,0.5881,200.10824,200.11222,0.0373,0.5701,0.7642,ESTIMATED,200.10926,1.004E3,1.913E4,4.8787,5.189,1.913E4,2.921E3,0.5797,200.10845,200.11046,0.0553,0.5635,0.7822,ESTIMATED,200.10905,1.52E3,4.526E4,9.6972,4.9117,4.526E4,1.06E3,0.5888,200.10817,200.11063,0.0475,0.5707,0.7793,ESTIMATED,200.10995,1.268E3,1.747E4,4.8098,6.1245,1.747E4,3.212E3,0.5968,200.10778,200.10993,0.0851,0.5588,0.7194,ESTIMATED,200.10916,3.721E3,5.114E4,2.641,2.0512,5.114E4,1.072E3,0.5928,200.10774,200.11146,0.0505,0.5578,0.7832,ESTIMATED,200.10996,1.026E3,1.584E4,2.0703,3.5843,1.584E4,2.654E3,0.5847,200.1081,200.11008,0.0514,0.5667,0.7856,ESTIMATED,200.10903,1.251E3,4.886E4,5.1018,5.2448,4.886E4
9,3.211E3,0.5791,146.11608,146.11716,0.375,3,0,0.911,0.97,0.00014,0.023,0,0.5538,0.785,146.11684,1.015E3,7.312E4,7.312E4,2.029E3,0.5752,146.1161,146.11795,0.12,0.5587,0.785,ESTIMATED,146.11724,1.172E3,5.367E4,6.5385,4.9659,5.367E4,2.566E3,0.6027,146.11609,146.11705,0.1202,0.5649,0.7089,ESTIMATED,146.11674,1.991E3,5.055E4,1.8672,1.6919,5.055E4,2.139E3,0.5701,146.11547,146.1172,0.0354,0.5538,0.7789,ESTIMATED,146.11679,1.015E3,4.399E4,6.2196,5.0276,4.399E4,2.49E3,0.5797,146.11512,146.11683,0.047,0.5635,0.7675,ESTIMATED,146.1166,1.103E3,4.964E4,5.2084,4.254,4.964E4,1.61E3,0.5707,146.1164,146.11809,0.0321,0.5547,0.676,ESTIMATED,146.1169,6.042E3,4.436E4,6.7068,3.7911,4.436E4,3.211E3,0.5755,146.11636,146.11807,0.0463,0.5588,0.7644,ESTIMATED,146.11694,1.142E3,7.312E4,3.9832,3.7313,7.312E4,1.867E3,0.5739,146.11613,146.11812,0.0279,0.5578,0.6801,ESTIMATED,146.11688,4.546E3,6.272E4,4.5705,4.4278,6.272E4,2.332E3,0.5847,146.11608,146.11716,0.0477,0.5667,0.7709,ESTIMATED,146.11668,1.131E3,4.226E4,4.8776,4.0631,4.226E4
10,2.326E3,0.5884,234.12245,234.12376,0.375,3,0,0.914,0.8,0.00019,0.0047,0,0.5587,0.7839,234.12319,1.092E3,4.269E4,4.269E4,7.774E2,0.5943,234.12227,234.12491,0.041,0.5587,0.7407,ESTIMATED,234.12354,1.61E3,1.113E4,4.3333,2.5524,1.113E4,2.326E3,0.582,234.12292,234.12441,0.0472,0.5649,0.7839,ESTIMATED,234.1235,1.887E3,4.269E4,7.9528,5.4225,4.269E4,7.227E2,0.5881,234.12082,234.12558,0.0317,0.5701,0.7494,ESTIMATED,234.12298,1.128E3,1.25E4,7.8372,5.1906,1.25E4,1.113E3,0.5797,234.12292,234.12332,0.0937,0.5635,0.6162,ESTIMATED,234.1232,2.784E4,3.228E4,2.2577,1.6289,3.228E4,8.217E2,0.5888,234.12192,234.1252,0.0301,0.5707,0.7793,ESTIMATED,234.1228,1.092E3,1.654E4,8.4647,5.8546,1.654E4,2.167E3,0.5968,234.12256,234.12487,0.0733,0.5588,0.7793,ESTIMATED,234.12348,1.382E3,3.264E4,2.7714,2.7221,3.264E4,6.823E2,0.5928,234.12081,234.12453,0.0316,0.5739,0.6801,ESTIMATED,234.12297,1.623E3,1.656E4,4.0731,2.8181,1.656E4,1.462E3,0.5847,234.12245,234.12376,0.0416,0.5667,0.6492,ESTIMATED,234.12306,8.184E3,4.05E4,3.5824,2.2912,4.05E4
