id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height
1,2.261E3,0.565,109.07547,109.07571,0.75,6,1,0.894,2.6,0.00028,0.0812,0,0.4956,0.916,109.07542,1.51E2,1.97E4,1.97E4,9.061E2,0.5264,109.07413,109.07688,0.0969,0.4956,0.8562,ESTIMATED,109.07542,3.05E2,7.034E3,27.047,5.1314,7.034E3,6.385E2,0.5384,109.07547,109.07571,0.0893,0.5061,0.6174,ESTIMATED,109.0756,2.075E3,8.188E3,2.4428,1.7214,8.188E3,2.261E3,0.6027,109.07402,109.07569,0.0709,0.5027,0.9148,ESTIMATED,109.07551,1.51E2,1.916E4,1.5367,1.4077,1.916E4,5.491E2,0.5232,109.07405,109.07554,0.0927,0.5068,0.6182,ESTIMATED,109.07539,1.863E3,7.412E3,5.8163,3.4082,7.412E3,1.927E3,0.6011,109.07414,109.07571,0.0573,0.5005,0.8552,ESTIMATED,109.07544,2.47E2,1.953E4,1.6818,1.3291,1.953E4,2.192E3,0.5968,109.07403,109.07549,0.0509,0.5108,0.9108,ESTIMATED,109.07531,1.98E2,1.874E4,1.5374,1.7235,1.874E4,1.014E3,0.5267,109.07384,109.07677,0.1006,0.4957,0.916,ESTIMATED,109.07534,1.77E2,6.224E3,11.4913,6.2819,6.224E3,2.034E3,0.6044,109.074,109.07561,0.1776,0.5027,0.8874,ESTIMATED,109.07532,2.05E2,1.97E4,1.3689,1.3856,1.97E4
2,3.874E3,0.5884,200.10808,200.11031,0.375,3,3,0.906,1.85,0.00037,0.0061,0,0.5547,1.0836,200.10941,2.83E2,6.264E4,6.264E4,1.667E3,0.5928,200.10774,200.1117,0.0505,0.5578,1.0737,ESTIMATED,200.10986,6E2,1.584E4,3.31,4.458,1.584E4,1.17E3,0.5881,200.10808,200.11031,0.0373,0.5701,0.8083,ESTIMATED,200.1092,5E2,1.913E4,4.8787,5.5111,1.913E4,3.679E3,0.582,200.10815,200.11037,0.0502,0.5649,0.8857,ESTIMATED,200.10896,8.26E2,6.264E4,5.7837,4.6437,6.264E4,1.809E3,0.5888,200.109,200.11168,0.0458,0.5547,1.0836,ESTIMATED,200.11005,6.8E2,1.747E4,2.5574,4.0964,1.747E4,3.005E3,0.5797,200.1081,200.11046,0.0553,0.5635,0.8407,ESTIMATED,200.10924,7.45E2,4.526E4,9.6972,4.9117,4.526E4,3.874E3,0.5968,200.10769,200.11011,0.0851,0.5588,1.0707,ESTIMATED,200.10929,9.48E2,5.114E4,2.641,2.45,5.114E4,1.236E3,0.5943,200.10787,200.11178,0.1125,0.5587,1.0755,ESTIMATED,200.1098,2.83E2,1.547E4,11.4923,3.4683,1.547E4,2.778E3,0.5847,200.10796,200.11015,0.0514,0.5667,0.8874,ESTIMATED,200.10883,7.69E2,4.886E4,5.1018,5.2448,4.886E4
3,2.342E3,0.5884,234.12141,234.1255,0.75,6,0,0.911,2.06,0.00048,0.013,0,0.5332,0.8842,234.12325,1.3E2,4.269E4,4.269E4,6.823E2,0.5928,234.12267,234.12453,0.0316,0.5739,0.6801,ESTIMATED,234.12296,1.623E3,1.656E4,4.0731,2.8181,1.656E4,7.75E2,0.5881,234.12141,234.1255,0.0317,0.5701,0.8083,ESTIMATED,234.12327,5.82E2,1.25E4,10.3666,6.1197,1.25E4,2.342E3,0.582,234.11888,234.12545,0.0387,0.5332,0.7839,ESTIMATED,234.12337,1.4E2,4.269E4,8.7646,5.6395,4.269E4,8.342E2,0.5888,234.12261,234.12519,0.0301,0.5707,0.7938,ESTIMATED,234.12311,6.41E2,1.654E4,8.4647,11.377,1.654E4,2.127E3,0.5797,234.11911,234.12769,0.0432,0.5476,0.8842,ESTIMATED,234.12344,1.3E2,3.228E4,8.8204,6.5406,3.228E4,2.259E3,0.5968,234.12269,234.12523,0.0733,0.5588,0.8524,ESTIMATED,234.12347,8.13E2,3.264E4,2.7714,3.1194,3.264E4,8.693E2,0.5943,234.12227,234.12662,0.041,0.5587,0.8433,ESTIMATED,234.12318,6.05E2,1.113E4,10.6268,3.6996,1.113E4,1.983E3,0.5847,234.11888,234.12722,0.0328,0.5502,0.8439,ESTIMATED,234.12318,4.26E2,4.05E4,5.485,4.8416,4.05E4
4,4.853E3,0.5884,249.19472,249.19731,0.75,6,0,0.865,5.22,0.0013,0.013,0,0.5587,1.0853,249.19561,1.11E2,7.496E4,7.496E4,1.471E3,0.5928,249.19441,249.19703,0.0438,0.5739,0.8562,ESTIMATED,249.19626,7.04E2,2.164E4,8.4099,6.5595,2.164E4,1.64E3,0.5881,249.19472,249.19731,0.0362,0.5701,0.8807,ESTIMATED,249.19557,6.67E2,2.73E4,8.9093,5.98,2.73E4,4.162E3,0.582,249.19482,249.19722,0.0467,0.5649,0.8857,ESTIMATED,249.19532,1.256E3,7.496E4,6.6252,5.3635,7.496E4,1.596E3,0.5888,249.19441,249.19703,0.0785,0.5707,0.8663,ESTIMATED,249.19561,7.96E2,3.054E4,7.7763,5.9571,3.054E4,3.508E3,0.5797,249.19487,249.19724,0.0507,0.5635,0.8262,ESTIMATED,249.19503,1.11E2,5.552E4,8.349,5.8922,5.552E4,4.853E3,0.5968,249.19443,249.19698,0.0883,0.5588,1.0853,ESTIMATED,249.1959,1.336E3,5.714E4,2.7912,2.7079,5.714E4,1.43E3,0.5943,249.19404,249.19672,0.2032,0.5587,0.887,ESTIMATED,249.19626,8.4E2,1.399E4,4.9604,3.4641,1.399E4,3.659E3,0.5847,249.19469,249.19694,0.0475,0.5667,0.8294,ESTIMATED,249.19496,1.181E3,7.381E4,8.757,4.4062,7.381E4
5,7.45E3,0.5884,288.157,288.15972,0.875,7,0,0.906,1.99,0.00057,0.0146,0,0.5588,1.0853,288.15918,1.39E2,1.146E5,1.146E5,3.415E3,0.5928,288.15828,288.15945,0.0328,0.5739,0.8854,ESTIMATED,288.15888,1.459E3,6.964E4,4.4117,4.3267,6.964E4,3.964E3,0.5881,288.157,288.15972,0.0339,0.5701,0.8807,ESTIMATED,288.1594,1.545E3,7.986E4,5.5098,4.3591,7.986E4,7.2E3,0.582,288.15896,288.16126,0.0541,0.5649,0.8857,ESTIMATED,288.15941,1.262E3,1.131E5,6.4331,5.4685,1.131E5,3.658E3,0.5888,288.15851,288.16095,0.0325,0.5707,0.8518,ESTIMATED,288.15884,1.489E3,7.566E4,4.9451,5.2011,7.566E4,6.061E3,0.5797,288.15719,288.15977,0.0614,0.5635,0.8697,ESTIMATED,288.15928,1.39E2,8.311E4,8.7704,6.1057,8.311E4,7.45E3,0.5968,288.15855,288.16114,0.0593,0.5588,1.0853,ESTIMATED,288.15924,2.086E3,9.64E4,2.9121,3.3546,9.64E4,3.06E3,0.5943,288.15822,288.161,0.0375,0.5752,0.887,ESTIMATED,288.15929,1.229E3,4.477E4,6.4868,5.8709,4.477E4,5.832E3,0.5847,288.15888,288.15955,0.0408,0.5667,0.8439,ESTIMATED,288.15913,1.766E3,1.146E5,5.7498,4.4165,1.146E5
6,4.231E3,0.5887,342.1671,342.17203,0.625,5,0,0.892,2.94,0.00101,0.0107,0,0.5587,1.0562,342.16882,3.59E2,6.918E4,6.918E4,1.582E3,0.5928,342.16686,342.17158,0.0319,0.5739,0.8418,ESTIMATED,342.16888,4.41E2,3.027E4,4.5624,8.7878,3.027E4,1.597E3,0.5881,342.1671,342.17203,0.0444,0.5701,0.8517,ESTIMATED,342.16928,3.82E2,2.793E4,12.519,5.5448,2.793E4,3.926E3,0.582,342.16699,342.16996,0.0507,0.5649,0.8567,ESTIMATED,342.16872,7.33E2,6.918E4,5.487,4.2628,6.918E4,1.664E3,0.5888,342.16848,342.17124,0.0752,0.5707,0.8808,ESTIMATED,342.16936,5.36E2,2.722E4,6.0546,5.3292,2.722E4,3.525E3,0.6011,342.16664,342.16992,0.0984,0.5635,0.8987,ESTIMATED,342.16873,6.03E2,5.595E4,2.2427,3.5847,5.595E4,4.231E3,0.5968,342.16618,342.17146,0.0511,0.5588,1.0562,ESTIMATED,342.16824,5.85E2,6.856E4,1.9654,2.1029,6.856E4,1.482E3,0.5752,342.1677,342.17112,0.0884,0.5587,0.974,ESTIMATED,342.16901,3.59E2,1.694E4,8.9919,6.365,1.694E4,3.556E3,0.5847,342.1666,342.16969,0.0486,0.5667,0.9019,ESTIMATED,342.16835,4.18E2,6.532E4,4.7168,3.9763,6.532E4
7,7.22E2,0.5887,114.12575,114.12753,0.25,2,0,0.938,0.24,0.00003,0.0007,0,0.5578,0.8262,114.12716,1.21E2,1.43E4,1.43E4,3.701E2,0.5928,114.1257,114.1287,0.0443,0.5578,0.6509,ESTIMATED,114.12675,1.78E3,7.343E3,1.6614,1.3307,7.343E3,4.902E2,0.5881,114.12575,114.12753,0.2553,0.5701,0.7346,ESTIMATED,114.12733,2.08E2,1.226E4,5.541,3.7494,1.226E4,7.22E2,0.582,114.12579,114.12751,0.0478,0.5649,0.7985,ESTIMATED,114.12735,1.74E2,1.399E4,5.7085,5.3634,1.399E4,5.483E2,0.5888,114.12569,114.12871,0.033,0.5707,0.7498,ESTIMATED,114.1273,2.41E2,1.43E4,3.1547,3.3614,1.43E4,6.738E2,0.6011,114.12584,114.12752,0.0683,0.5635,0.8262,ESTIMATED,114.12714,1.21E2,1.237E4,2.2135,1.8792,1.237E4,6.678E2,0.5968,114.12699,114.12732,0.062,0.5588,0.7939,ESTIMATED,114.1271,2.39E2,1.072E4,2.3087,2.1147,1.072E4,4E2,0.5752,114.12693,114.12732,0.0605,0.5587,0.785,ESTIMATED,114.12705,3.03E2,6.257E3,7.1342,5.4828,6.257E3,6.081E2,0.5847,114.12593,114.12735,0.0479,0.5667,0.8002,ESTIMATED,114.12726,1.76E2,1.295E4,5.0613,3.5157,1.295E4
8,1.457E3,0.5904,156.10034,156.10242,0.75,6,0,0.857,4.88,0.00076,0.0123,0,0.5588,0.8874,156.10101,2.22E2,1.717E4,1.717E4,9.078E2,0.5928,156.1002,156.10216,0.0445,0.5739,0.8126,ESTIMATED,156.10106,4.13E2,1.471E4,6.7161,5.4883,1.471E4,9.885E2,0.5881,156.10034,156.10242,0.0553,0.5701,0.8807,ESTIMATED,156.10116,2.96E2,1.328E4,7.2643,5.8364,1.328E4,1.457E3,0.582,156.09873,156.10229,0.0697,0.5649,0.8277,ESTIMATED,156.10061,2.22E2,1.717E4,8.8367,6.3276,1.717E4,9.884E2,0.5888,156.10024,156.10212,0.0583,0.5707,0.8808,ESTIMATED,156.10137,2.74E2,1.411E4,9.4998,6.1608,1.411E4,1.204E3,0.5797,156.10044,156.10239,0.079,0.5635,0.8842,ESTIMATED,156.10081,2.97E2,1.364E4,11.5108,7.8058,1.364E4,1.318E3,0.6123,156.10017,156.10207,0.1991,0.5588,0.8816,ESTIMATED,156.10134,3.19E2,1.285E4,2.752,2.6192,1.285E4,8.557E2,0.5943,156.09999,156.10192,0.1152,0.5752,0.8578,ESTIMATED,156.1011,2.71E2,1.243E4,7.7458,7.2294,1.243E4,1.171E3,0.5847,156.10031,156.10218,0.0366,0.5667,0.8874,ESTIMATED,156.10064,3.88E2,1.681E4,7.8245,5.6264,1.681E4
9,3.336E3,0.5791,146.11645,146.11684,0.375,3,0,0.925,0.81,0.00012,0.023,0,0.5538,1.003,146.11668,1.8E2,7.312E4,7.312E4,2.159E3,0.5739,146.11622,146.11808,0.0279,0.5578,1.0014,ESTIMATED,146.11652,2.2E2,6.272E4,4.5705,5.8473,6.272E4,2.27E3,0.5701,146.11645,146.11684,0.0354,0.5538,0.9677,ESTIMATED,146.11665,1.83E2,4.399E4,6.2196,5.0276,4.399E4,2.589E3,0.6027,146.1165,146.11684,0.1202,0.5649,0.7243,ESTIMATED,146.11664,9.29E2,5.055E4,1.8672,1.6919,5.055E4,1.884E3,0.5707,146.11494,146.11802,0.0321,0.5547,0.9821,ESTIMATED,146.11654,1.8E2,4.436E4,6.192,4.2554,4.436E4,2.598E3,0.5797,146.11498,146.11685,0.047,0.5635,0.9277,ESTIMATED,146.11661,1.82E2,4.964E4,5.2084,4.254,4.964E4,3.336E3,0.5755,146.1147,146.11821,0.0463,0.5588,0.9836,ESTIMATED,146.1166,1.88E2,7.312E4,3.9832,3.7313,7.312E4,2.185E3,0.5752,146.11609,146.118,0.12,0.5587,1.003,ESTIMATED,146.11741,2.05E2,5.367E4,6.5385,4.9659,5.367E4,2.487E3,0.5847,146.11633,146.11673,0.0477,0.5667,0.9599,ESTIMATED,146.11652,3.72E2,4.226E4,4.8776,4.0631,4.226E4
10,1.102E4,0.593,242.0799,242.08051,0.625,5,0,0.893,2.66,0.00064,0.0303,0,0.5578,1.09,242.08006,8.68E2,2.248E5,2.248E5,1.061E4,0.5928,242.0793,242.08166,0.0404,0.5578,1.0882,ESTIMATED,242.0798,2.062E3,1.629E5,2.52,2.2096,1.629E5,1.013E4,0.5881,242.0799,242.08051,0.0315,0.5701,0.8517,ESTIMATED,242.08027,1.804E3,2.248E5,4.6744,3.7788,2.248E5,9.583E3,0.582,242.07979,242.08054,0.0649,0.5649,0.8567,ESTIMATED,242.08021,8.68E2,1.381E5,6.5195,4.7488,1.381E5,9.754E3,0.5888,242.07952,242.08019,0.1023,0.5707,0.8663,ESTIMATED,242.07979,1.966E3,2.193E5,4.5106,3.5197,2.193E5,9.127E3,0.6011,242.07993,242.08067,0.0854,0.5635,1.0872,ESTIMATED,242.08022,2.064E3,1.093E5,2.8631,6.39,1.093E5,7.971E3,0.6123,242.07939,242.08166,0.1736,0.5755,0.8379,ESTIMATED,242.07963,2.443E3,1.194E5,2.3506,2.7706,1.194E5,1.102E4,0.5943,242.07925,242.08176,0.1213,0.5587,1.09,ESTIMATED,242.08059,2.069E3,1.464E5,2.7525,5.9965,1.464E5,7.664E3,0.5847,242.07979,242.08035,0.06,0.5667,0.9019,ESTIMATED,242.08001,1.94E3,1.229E5,5.9858,4.4828,1.229E5
