id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height
1,2.2E3,0.565,109.07539,109.0755,0.625,5,0,0.818,2.56,0.00028,0.0795,0,0.4882,0.8379,109.07543,4.54E2,1.97E4,1.97E4,2.166E3,0.5968,109.07519,109.07549,0.0509,0.5108,0.8379,ESTIMATED,109.07532,4.54E2,1.874E4,1.5374,1.7235,1.874E4,6.385E2,0.5384,109.07547,109.07571,0.0893,0.5061,0.6174,ESTIMATED,109.0756,2.075E3,8.188E3,2.4428,1.7214,8.188E3,5.636E2,0.5264,109.07521,109.07548,0.0969,0.4956,0.6219,ESTIMATED,109.07534,1.721E3,7.034E3,3.0973,2.0486,7.034E3,1.309E3,0.6044,109.07539,109.0755,0.0515,0.4882,0.6192,ESTIMATED,109.07545,2.366E3,1.97E4,0.1448,0.5639,1.97E4,5.053E2,0.5232,109.07537,109.07554,0.0745,0.5068,0.6037,ESTIMATED,109.07546,2.49E3,7.412E3,4.9286,2.9643,7.412E3,2.2E3,0.6027,109.07535,109.07569,0.0709,0.5027,0.7839,ESTIMATED,109.07551,9.61E2,1.916E4,1.5367,1.3692,1.916E4,5.858E2,0.5267,109.07513,109.07548,0.1006,0.4957,0.6378,ESTIMATED,109.07525,3.121E3,6.224E3,3.588,2.294,6.224E3,1.7E3,0.6011,109.07537,109.07571,0.0573,0.5005,0.6917,ESTIMATED,109.07554,2.596E3,1.953E4,0.8568,0.9511,1.953E4
2,1.534E4,0.5765,172.11928,172.11961,0.25,2,0,0.761,2.2,0.00038,0.0023,0,0.5502,0.974,172.11943,2.219E3,2.975E5,2.975E5,1.534E4,0.5755,172.11917,172.11974,0.0596,0.5588,0.8669,ESTIMATED,172.11935,7.51E3,2.975E5,6.0781,5.6636,2.975E5,3.635E3,0.5701,172.11928,172.1198,0.0427,0.5538,0.6029,ESTIMATED,172.11967,8.557E4,1.3E5,2.0092,1.5046,1.3E5,3.675E3,0.5739,172.11928,172.11959,0.0307,0.5578,0.6074,ESTIMATED,172.11955,5.508E4,1.573E5,2.0722,1.5361,1.573E5,8.342E3,0.5847,172.11928,172.11961,0.053,0.5502,0.6341,ESTIMATED,172.11959,6.501E4,1.695E5,1.4295,1.2147,1.695E5,7.228E3,0.5707,172.11928,172.11963,0.0457,0.5547,0.6905,ESTIMATED,172.1195,1.928E4,1.382E5,7.3341,4.2448,1.382E5,1.365E4,0.582,172.11787,172.11978,0.0485,0.5649,0.8277,ESTIMATED,172.11947,8.354E3,2.144E5,8.0486,6.8569,2.144E5,1.048E4,0.5752,172.11889,172.1194,0.0312,0.5587,0.974,ESTIMATED,172.11923,2.219E3,1.623E5,8.3855,7.9264,1.623E5,1.229E4,0.5797,172.11789,172.11972,0.0479,0.5635,0.8262,ESTIMATED,172.11909,7.607E3,2.004E5,8.3817,7.7558,2.004E5
3,4.162E3,0.5976,249.19469,249.19694,0.625,5,1,0.783,2.58,0.00064,0.0091,0,0.5635,0.8857,249.19541,1.11E2,7.496E4,7.496E4,1.056E3,0.6123,249.19443,249.19642,0.0291,0.5968,0.6421,ESTIMATED,249.1958,2.162E4,4.811E4,1.9247,1.4624,4.811E4,1.64E3,0.5881,249.19472,249.19731,0.0362,0.5701,0.8807,ESTIMATED,249.19557,6.67E2,2.73E4,8.9093,5.98,2.73E4,2.728E2,0.6364,249.19441,249.19632,0.0398,0.6219,0.6801,ESTIMATED,249.1949,3.741E3,8.787E3,3.0103,2.0052,8.787E3,3.659E3,0.5847,249.19469,249.19694,0.0475,0.5667,0.8294,ESTIMATED,249.19496,1.181E3,7.381E4,8.757,4.4062,7.381E4,1.596E3,0.5888,249.19441,249.19703,0.0785,0.5707,0.8663,ESTIMATED,249.19561,7.96E2,3.054E4,7.7763,5.9571,3.054E4,4.162E3,0.582,249.19482,249.19722,0.0467,0.5649,0.8857,ESTIMATED,249.19532,1.256E3,7.496E4,6.6252,5.3635,7.496E4,8.502E2,0.6088,249.19406,249.19653,0.0668,0.5943,0.7997,ESTIMATED,249.19608,1.433E3,1.209E4,11.5147,7.0799,1.209E4,3.508E3,0.5797,249.19487,249.19724,0.0507,0.5635,0.8262,ESTIMATED,249.19503,1.11E2,5.552E4,8.349,5.8922,5.552E4
4,2.368E3,0.5884,234.12294,234.12501,0.75,6,0,0.85,1.91,0.00045,0.013,0,0.5489,0.8227,234.12305,1.4E2,4.269E4,4.269E4,1.088E3,0.5968,234.1227,234.12319,0.0652,0.5588,0.6123,ESTIMATED,234.12274,2.563E4,3.264E4,0.4079,0.7039,3.264E4,7.839E2,0.5881,234.12141,234.1255,0.0317,0.5701,0.8227,ESTIMATED,234.12327,5.82E2,1.25E4,10.3666,6.5638,1.25E4,6.823E2,0.5928,234.12267,234.12453,0.0316,0.5739,0.6801,ESTIMATED,234.12296,1.623E3,1.656E4,4.0731,2.8181,1.656E4,1.853E3,0.5847,234.12294,234.12501,0.0416,0.5667,0.7414,ESTIMATED,234.1231,7.88E2,4.05E4,5.0344,12.6287,4.05E4,8.342E2,0.5888,234.12261,234.12519,0.0301,0.5707,0.7938,ESTIMATED,234.12311,6.41E2,1.654E4,8.4647,11.377,1.654E4,2.368E3,0.582,234.12305,234.12545,0.0387,0.5489,0.8132,ESTIMATED,234.12341,1.4E2,4.269E4,8.7646,5.6395,4.269E4,5.32E2,0.5943,234.12227,234.12319,0.041,0.5587,0.6523,ESTIMATED,234.12255,4.692E3,1.113E4,1.6269,1.3135,1.113E4,2.013E3,0.5797,234.1231,234.12552,0.0513,0.5635,0.7675,ESTIMATED,234.12328,1.76E2,3.228E4,7.9819,5.7559,3.228E4
5,7.233E3,0.5884,288.15888,288.15955,0.875,7,0,0.834,1.99,0.00057,0.0146,0,0.5588,0.9097,288.15912,1.39E2,1.146E5,1.146E5,3.016E3,0.5968,288.15866,288.15917,0.0485,0.5588,0.6123,ESTIMATED,288.15871,6.528E4,9.64E4,0.4079,0.7039,9.64E4,4.022E3,0.5881,288.157,288.15972,0.0339,0.5701,0.9097,ESTIMATED,288.1594,1.545E3,7.986E4,5.5098,4.3591,7.986E4,3.437E3,0.5928,288.15828,288.16109,0.0328,0.5739,0.8999,ESTIMATED,288.15889,1.459E3,6.964E4,4.4117,4.3267,6.964E4,5.832E3,0.5847,288.15888,288.15955,0.0408,0.5667,0.8439,ESTIMATED,288.15913,1.766E3,1.146E5,5.7498,4.4165,1.146E5,3.658E3,0.5888,288.15851,288.16095,0.0325,0.5707,0.8518,ESTIMATED,288.15884,1.489E3,7.566E4,4.9451,5.2011,7.566E4,7.233E3,0.582,288.15896,288.16126,0.0541,0.5649,0.9003,ESTIMATED,288.15941,1.262E3,1.131E5,6.4331,5.4685,1.131E5,3.081E3,0.5943,288.15822,288.161,0.0375,0.5752,0.9015,ESTIMATED,288.15928,1.229E3,4.477E4,6.4868,5.8709,4.477E4,6.125E3,0.5797,288.15719,288.15977,0.0614,0.5635,0.8987,ESTIMATED,288.15927,1.39E2,8.311E4,8.7704,6.1057,8.311E4
6,3.679E3,0.5911,200.10796,200.11015,0.5,4,1,0.72,4.16,0.00083,0.0123,0,0.5547,0.8874,200.10954,5E2,6.264E4,6.264E4,2.517E3,0.5968,200.10917,200.10993,0.0512,0.5755,0.7496,ESTIMATED,200.10972,2.883E3,5.114E4,4.7043,6.3052,5.114E4,1.17E3,0.5881,200.10808,200.11031,0.0373,0.5701,0.8083,ESTIMATED,200.1092,5E2,1.913E4,4.8787,5.5111,1.913E4,8.055E2,0.5928,200.10917,200.11005,0.0505,0.5578,0.6509,ESTIMATED,200.10993,5.778E3,1.584E4,1.6614,1.3307,1.584E4,2.778E3,0.5847,200.10796,200.11015,0.0514,0.5667,0.8874,ESTIMATED,200.10883,7.69E2,4.886E4,5.1018,5.2448,4.886E4,8.037E2,0.5888,200.10917,200.11007,0.0458,0.5547,0.647,ESTIMATED,200.10992,6.241E3,1.747E4,1.7019,1.351,1.747E4,3.679E3,0.582,200.10815,200.11037,0.0502,0.5649,0.8857,ESTIMATED,200.10896,8.26E2,6.264E4,5.7837,4.6437,6.264E4,7.344E2,0.5943,200.10939,200.11144,0.1129,0.5752,0.7107,ESTIMATED,200.10967,1.194E3,1.547E4,3.7396,3.5305,1.547E4,7.594E2,0.6011,200.10917,200.11009,0.0365,0.5797,0.6162,ESTIMATED,200.11009,4.161E4,4.161E4,0.7109,0.8555,4.161E4
7,3.926E3,0.5887,342.1666,342.16969,0.625,5,0,0.787,2.94,0.00101,0.0107,0,0.5587,0.9019,342.16887,3.82E2,6.918E4,6.918E4,3.105E3,0.5968,342.16832,342.16896,0.0455,0.5755,0.7496,ESTIMATED,342.16857,2.813E3,6.856E4,3.5009,3.3551,6.856E4,1.597E3,0.5881,342.1671,342.17203,0.0444,0.5701,0.8517,ESTIMATED,342.16928,3.82E2,2.793E4,12.519,5.5448,2.793E4,1.582E3,0.5928,342.16686,342.17158,0.0319,0.5739,0.8418,ESTIMATED,342.16888,4.41E2,3.027E4,4.5624,8.7878,3.027E4,3.556E3,0.5847,342.1666,342.16969,0.0486,0.5667,0.9019,ESTIMATED,342.16835,4.18E2,6.532E4,4.7168,3.9763,6.532E4,1.664E3,0.5888,342.16848,342.17124,0.0752,0.5707,0.8808,ESTIMATED,342.16936,5.36E2,2.722E4,6.0546,5.3292,2.722E4,3.926E3,0.582,342.16699,342.16996,0.0507,0.5649,0.8567,ESTIMATED,342.16872,7.33E2,6.918E4,5.487,4.2628,6.918E4,7.612E2,0.5752,342.16797,342.16892,0.0747,0.5587,0.6233,ESTIMATED,342.16843,1.317E4,1.694E4,2.9221,1.9611,1.694E4,2.418E3,0.6011,342.16736,342.16992,0.0358,0.5797,0.7529,ESTIMATED,342.16941,2.505E3,5.595E4,3.9423,3.5612,5.595E4
8,7.151E2,0.5887,114.12717,114.12737,0.125,1,0,0.944,0,0,0,0,0.5547,0.7939,114.12724,1.94E2,1.43E4,1.43E4,6.678E2,0.5968,114.12699,114.12737,0.062,0.5588,0.7939,ESTIMATED,114.1271,2.39E2,1.072E4,2.3087,2.1147,1.072E4,4.761E2,0.5881,114.12603,114.12753,0.2553,0.5701,0.7046,ESTIMATED,114.12737,6.35E2,1.226E4,5.541,3.0097,1.226E4,2.129E2,0.5928,114.12717,114.12737,0.046,0.5578,0.6074,ESTIMATED,114.12721,5.135E3,7.343E3,0.419,0.7095,7.343E3,6.055E2,0.5847,114.12717,114.12737,0.0479,0.5667,0.7856,ESTIMATED,114.12726,1.94E2,1.295E4,5.0613,3.5157,1.295E4,4.221E2,0.5888,114.12717,114.12737,0.0252,0.5547,0.6325,ESTIMATED,114.12726,1.87E3,1.43E4,2.3215,1.139,1.43E4,7.151E2,0.582,114.12716,114.12751,0.0478,0.5649,0.7692,ESTIMATED,114.12737,4.53E2,1.399E4,5.7085,5.3634,1.399E4,4E2,0.5752,114.12693,114.12737,0.0605,0.5587,0.785,ESTIMATED,114.12705,3.03E2,6.257E3,7.1342,5.4828,6.257E3,5.344E2,0.6011,114.12729,114.12737,0.0683,0.5635,0.6459,ESTIMATED,114.12731,3.383E3,1.237E4,1.1956,1.0978,1.237E4
9,2.517E3,0.5998,200.10992,200.11013,0.125,1,3,0.944,0,0,0,0,0.5538,0.7496,200.10997,2.395E3,5.114E4,5.114E4,2.517E3,0.5968,200.10956,200.10993,0.0512,0.5755,0.7496,ESTIMATED,200.10972,2.883E3,5.114E4,4.7043,6.3052,5.114E4,4.22E2,0.5881,200.10992,200.11028,0.0282,0.5538,0.6029,ESTIMATED,200.11023,6.299E3,1.913E4,0.4316,0.7158,1.913E4,8.055E2,0.5928,200.10986,200.11005,0.0505,0.5578,0.6509,ESTIMATED,200.10993,5.778E3,1.584E4,1.6614,1.3307,1.584E4,7.041E2,0.6192,200.10992,200.11013,0.0316,0.6044,0.6646,ESTIMATED,200.11009,1.014E4,2.369E4,3.0562,2.0281,2.369E4,6.959E2,0.5888,200.10976,200.11007,0.0475,0.5707,0.6325,ESTIMATED,200.10992,6.241E3,1.747E4,2.4037,1.7018,1.747E4,3.959E2,0.6177,200.10992,200.11012,0.0298,0.6027,0.6325,ESTIMATED,200.11012,2.654E4,2.654E4,0.9889,0.9944,2.654E4,7.301E2,0.5943,200.10939,200.10992,0.1125,0.5587,0.6668,ESTIMATED,200.10962,2.395E3,1.547E4,1.5006,1.5168,1.547E4,1.398E3,0.6011,200.10992,200.11021,0.045,0.5797,0.6459,ESTIMATED,200.11015,1.734E4,4.161E4,2.1016,1.5508,4.161E4
10,2.589E3,0.5815,146.11633,146.11673,0.375,3,0,0.887,0.81,0.00012,0.023,0,0.5538,0.9677,146.11651,1.83E2,7.312E4,7.312E4,2.153E3,0.5755,146.1163,146.11659,0.0413,0.5588,0.6123,ESTIMATED,146.11633,4.148E4,7.312E4,2.21,1.605,7.312E4,2.27E3,0.5701,146.11645,146.11684,0.0354,0.5538,0.9677,ESTIMATED,146.11665,1.83E2,4.399E4,6.2196,5.0276,4.399E4,1.801E3,0.5739,146.11628,146.11659,0.0279,0.5578,0.6656,ESTIMATED,146.11647,5.131E3,6.272E4,4.5705,3.0482,6.272E4,2.487E3,0.5847,146.11633,146.11673,0.0477,0.5667,0.9599,ESTIMATED,146.11652,3.72E2,4.226E4,4.8776,4.0631,4.226E4,1.61E3,0.5707,146.1163,146.11659,0.0321,0.5547,0.676,ESTIMATED,146.11649,6.042E3,4.436E4,6.7068,3.7911,4.436E4,2.589E3,0.6027,146.1165,146.11684,0.1202,0.5649,0.7243,ESTIMATED,146.11664,9.29E2,5.055E4,1.8672,1.6919,5.055E4,2.052E2,0.5943,146.11637,146.11659,0.0337,0.5752,0.6088,ESTIMATED,146.11637,1.219E4,1.219E4,0.7565,0.8783,1.219E4,2.555E3,0.5797,146.11654,146.11685,0.047,0.5635,0.8407,ESTIMATED,146.11662,7.25E2,4.964E4,5.2084,4.254,4.964E4
