id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:rt,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_2.mzML:fwhm,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_2.mzML:feature_state,datafile:20170326-960MIX_SampleB_2.mzML:mz,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_2.mzML:height,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:rt,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_4.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_4.mzML:fwhm,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_4.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_4.mzML:feature_state,datafile:20170326-960MIX_SampleB_4.mzML:mz,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_4.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_4.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_4.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_4.mzML:height,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:fwhm,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:rt_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:feature_state,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:min,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:intensity_range:max,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:asymmetry_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:tailing_factor,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:height,datafile:20170326-960MIX_SampleB_1.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:rt,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_1.mzML:fwhm,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_1.mzML:feature_state,datafile:20170326-960MIX_SampleB_1.mzML:mz,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_1.mzML:height,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:rt,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:min,datafile:20170326-960MIX_SampleB_3.mzML:mz_range:max,datafile:20170326-960MIX_SampleB_3.mzML:fwhm,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:min,datafile:20170326-960MIX_SampleB_3.mzML:rt_range:max,datafile:20170326-960MIX_SampleB_3.mzML:feature_state,datafile:20170326-960MIX_SampleB_3.mzML:mz,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:min,datafile:20170326-960MIX_SampleB_3.mzML:intensity_range:max,datafile:20170326-960MIX_SampleB_3.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleB_3.mzML:tailing_factor,datafile:20170326-960MIX_SampleB_3.mzML:height,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:rt,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_1.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_1.mzML:fwhm,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_1.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_1.mzML:feature_state,datafile:20170326-960MIX_SampleA_1.mzML:mz,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_1.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_1.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_1.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_1.mzML:height,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:rt,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:min,datafile:20170326-960MIX_SampleA_2.mzML:mz_range:max,datafile:20170326-960MIX_SampleA_2.mzML:fwhm,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:min,datafile:20170326-960MIX_SampleA_2.mzML:rt_range:max,datafile:20170326-960MIX_SampleA_2.mzML:feature_state,datafile:20170326-960MIX_SampleA_2.mzML:mz,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:min,datafile:20170326-960MIX_SampleA_2.mzML:intensity_range:max,datafile:20170326-960MIX_SampleA_2.mzML:asymmetry_factor,datafile:20170326-960MIX_SampleA_2.mzML:tailing_factor,datafile:20170326-960MIX_SampleA_2.mzML:height,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:fwhm,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:rt_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:feature_state,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:mz,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:min,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:intensity_range:max,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:asymmetry_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:tailing_factor,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:height
1,2.261E3,0.565,109.074,109.07561,0.75,6,1,0.896,2.6,0.00028,0.0812,0,0.4956,0.916,109.07542,1.51E2,1.97E4,1.97E4,1.927E3,0.6011,109.07414,109.07571,0.0573,0.5005,0.8552,ESTIMATED,109.07544,2.47E2,1.953E4,1.6818,1.3291,1.953E4,2.192E3,0.5968,109.07403,109.07549,0.0509,0.5108,0.9108,ESTIMATED,109.07531,1.98E2,1.874E4,1.5374,1.7235,1.874E4,9.061E2,0.5264,109.07413,109.07688,0.0969,0.4956,0.8562,ESTIMATED,109.07542,3.05E2,7.034E3,27.047,5.1314,7.034E3,2.034E3,0.6044,109.074,109.07561,0.1776,0.5027,0.8874,ESTIMATED,109.07532,2.05E2,1.97E4,1.3689,1.3856,1.97E4,2.261E3,0.6027,109.07402,109.07569,0.0709,0.5027,0.9148,ESTIMATED,109.07551,1.51E2,1.916E4,1.5367,1.4077,1.916E4,1.014E3,0.5267,109.07384,109.07677,0.1006,0.4957,0.916,ESTIMATED,109.07534,1.77E2,6.224E3,11.4913,6.2819,6.224E3,6.385E2,0.5384,109.07547,109.07571,0.0893,0.5061,0.6174,ESTIMATED,109.0756,2.075E3,8.188E3,2.4428,1.7214,8.188E3,5.491E2,0.5232,109.07405,109.07554,0.0927,0.5068,0.6182,ESTIMATED,109.07539,1.863E3,7.412E3,5.8163,3.4082,7.412E3
2,1.668E4,0.5765,172.11755,172.11981,0.125,1,9,0.944,0,0,0,0,0.5476,1.2795,172.11922,4.2E2,2.975E5,2.975E5,1.405E4,0.5797,172.11771,172.11987,0.0405,0.5476,1.2763,ESTIMATED,172.11901,5.94E2,2.004E5,19.678,7.5322,2.004E5,1.668E4,0.5755,172.11742,172.11974,0.0596,0.5588,1.2752,ESTIMATED,172.1193,5.07E2,2.975E5,6.0781,9.1987,2.975E5,8.859E3,0.5739,172.11764,172.1198,0.0651,0.5578,0.8562,ESTIMATED,172.11927,7.357E3,1.573E5,8.5786,8.718,1.573E5,1.423E4,0.5847,172.11755,172.11981,0.053,0.5502,1.2795,ESTIMATED,172.11926,4.2E2,1.695E5,8.3675,3.6338,1.695E5,1.365E4,0.582,172.11787,172.11978,0.0485,0.5649,0.8277,ESTIMATED,172.11947,8.354E3,2.144E5,8.0486,6.8569,2.144E5,1.09E4,0.5752,172.11731,172.11947,0.0312,0.5587,1.2793,ESTIMATED,172.1192,5.82E2,1.623E5,8.3855,7.9264,1.623E5,1.114E4,0.5701,172.11771,172.11988,0.0563,0.5538,1.2732,ESTIMATED,172.11888,6.22E2,1.3E5,19.8415,11.2636,1.3E5,1.084E4,0.5707,172.11747,172.11972,0.0457,0.5547,1.2728,ESTIMATED,172.11941,5.91E2,1.382E5,18.4434,9.2941,1.382E5
3,5.865E3,0.5884,249.19469,249.19694,0.75,6,0,0.865,5.22,0.0013,0.013,0,0.5587,1.2752,249.19562,1.11E2,7.496E4,7.496E4,3.508E3,0.5797,249.19487,249.19724,0.0507,0.5635,0.8262,ESTIMATED,249.19503,1.11E2,5.552E4,8.349,5.8922,5.552E4,5.865E3,0.5968,249.19443,249.19702,0.0883,0.5588,1.2752,ESTIMATED,249.19598,1.336E3,5.714E4,12.8549,2.7079,5.714E4,1.471E3,0.5928,249.19441,249.19703,0.0438,0.5739,0.8562,ESTIMATED,249.19626,7.04E2,2.164E4,8.4099,6.5595,2.164E4,3.659E3,0.5847,249.19469,249.19694,0.0475,0.5667,0.8294,ESTIMATED,249.19496,1.181E3,7.381E4,8.757,4.4062,7.381E4,4.162E3,0.582,249.19482,249.19722,0.0467,0.5649,0.8857,ESTIMATED,249.19532,1.256E3,7.496E4,6.6252,5.3635,7.496E4,1.43E3,0.5943,249.19404,249.19672,0.2032,0.5587,0.887,ESTIMATED,249.19626,8.4E2,1.399E4,4.9604,3.4641,1.399E4,1.64E3,0.5881,249.19472,249.19731,0.0362,0.5701,0.8807,ESTIMATED,249.19557,6.67E2,2.73E4,8.9093,5.98,2.73E4,1.596E3,0.5888,249.19441,249.19703,0.0785,0.5707,0.8663,ESTIMATED,249.19561,7.96E2,3.054E4,7.7763,5.9571,3.054E4
4,4.231E3,0.5887,342.1666,342.16969,0.625,5,1,0.892,2.94,0.00101,0.0107,0,0.5587,1.0562,342.16882,3.59E2,6.918E4,6.918E4,3.525E3,0.6011,342.16664,342.16992,0.0984,0.5635,0.8987,ESTIMATED,342.16873,6.03E2,5.595E4,2.2427,3.5847,5.595E4,4.231E3,0.5968,342.16618,342.17146,0.0511,0.5588,1.0562,ESTIMATED,342.16824,5.85E2,6.856E4,1.9654,2.1029,6.856E4,1.582E3,0.5928,342.16686,342.17158,0.0319,0.5739,0.8418,ESTIMATED,342.16888,4.41E2,3.027E4,4.5624,8.7878,3.027E4,3.556E3,0.5847,342.1666,342.16969,0.0486,0.5667,0.9019,ESTIMATED,342.16835,4.18E2,6.532E4,4.7168,3.9763,6.532E4,3.926E3,0.582,342.16699,342.16996,0.0507,0.5649,0.8567,ESTIMATED,342.16872,7.33E2,6.918E4,5.487,4.2628,6.918E4,1.482E3,0.5752,342.1677,342.17112,0.0884,0.5587,0.974,ESTIMATED,342.16901,3.59E2,1.694E4,8.9919,6.365,1.694E4,1.597E3,0.5881,342.1671,342.17203,0.0444,0.5701,0.8517,ESTIMATED,342.16928,3.82E2,2.793E4,12.519,5.5448,2.793E4,1.664E3,0.5888,342.16848,342.17124,0.0752,0.5707,0.8808,ESTIMATED,342.16936,5.36E2,2.722E4,6.0546,5.3292,2.722E4
5,7.22E2,0.5887,114.12593,114.12735,0.25,2,0,0.938,0.24,0.00003,0.0007,0,0.5578,0.8262,114.12716,1.21E2,1.43E4,1.43E4,6.738E2,0.6011,114.12584,114.12752,0.0683,0.5635,0.8262,ESTIMATED,114.12714,1.21E2,1.237E4,2.2135,1.8792,1.237E4,6.678E2,0.5968,114.12699,114.12732,0.062,0.5588,0.7939,ESTIMATED,114.1271,2.39E2,1.072E4,2.3087,2.1147,1.072E4,3.701E2,0.5928,114.1257,114.1287,0.0443,0.5578,0.6509,ESTIMATED,114.12675,1.78E3,7.343E3,1.6614,1.3307,7.343E3,6.081E2,0.5847,114.12593,114.12735,0.0479,0.5667,0.8002,ESTIMATED,114.12726,1.76E2,1.295E4,5.0613,3.5157,1.295E4,7.22E2,0.582,114.12579,114.12751,0.0478,0.5649,0.7985,ESTIMATED,114.12735,1.74E2,1.399E4,5.7085,5.3634,1.399E4,4E2,0.5752,114.12693,114.12732,0.0605,0.5587,0.785,ESTIMATED,114.12705,3.03E2,6.257E3,7.1342,5.4828,6.257E3,4.902E2,0.5881,114.12575,114.12753,0.2553,0.5701,0.7346,ESTIMATED,114.12733,2.08E2,1.226E4,5.541,3.7494,1.226E4,5.483E2,0.5888,114.12569,114.12871,0.033,0.5707,0.7498,ESTIMATED,114.1273,2.41E2,1.43E4,3.1547,3.3614,1.43E4
6,1.457E3,0.5904,156.10031,156.10218,0.75,6,0,0.857,4.88,0.00076,0.0123,0,0.5588,0.8874,156.10101,2.22E2,1.717E4,1.717E4,1.204E3,0.5797,156.10044,156.10239,0.079,0.5635,0.8842,ESTIMATED,156.10081,2.97E2,1.364E4,11.5108,7.8058,1.364E4,1.318E3,0.6123,156.10017,156.10207,0.1991,0.5588,0.8816,ESTIMATED,156.10134,3.19E2,1.285E4,2.752,2.6192,1.285E4,9.078E2,0.5928,156.1002,156.10216,0.0445,0.5739,0.8126,ESTIMATED,156.10106,4.13E2,1.471E4,6.7161,5.4883,1.471E4,1.171E3,0.5847,156.10031,156.10218,0.0366,0.5667,0.8874,ESTIMATED,156.10064,3.88E2,1.681E4,7.8245,5.6264,1.681E4,1.457E3,0.582,156.09873,156.10229,0.0697,0.5649,0.8277,ESTIMATED,156.10061,2.22E2,1.717E4,8.8367,6.3276,1.717E4,8.557E2,0.5943,156.09999,156.10192,0.1152,0.5752,0.8578,ESTIMATED,156.1011,2.71E2,1.243E4,7.7458,7.2294,1.243E4,9.885E2,0.5881,156.10034,156.10242,0.0553,0.5701,0.8807,ESTIMATED,156.10116,2.96E2,1.328E4,7.2643,5.8364,1.328E4,9.884E2,0.5888,156.10024,156.10212,0.0583,0.5707,0.8808,ESTIMATED,156.10137,2.74E2,1.411E4,9.4998,6.1608,1.411E4
7,3.336E3,0.5791,146.11633,146.11673,0.375,3,0,0.925,0.81,0.00012,0.023,0,0.5538,1.003,146.11668,1.8E2,7.312E4,7.312E4,2.598E3,0.5797,146.11498,146.11685,0.047,0.5635,0.9277,ESTIMATED,146.11661,1.82E2,4.964E4,5.2084,4.254,4.964E4,3.336E3,0.5755,146.1147,146.11821,0.0463,0.5588,0.9836,ESTIMATED,146.1166,1.88E2,7.312E4,3.9832,3.7313,7.312E4,2.159E3,0.5739,146.11622,146.11808,0.0279,0.5578,1.0014,ESTIMATED,146.11652,2.2E2,6.272E4,4.5705,5.8473,6.272E4,2.487E3,0.5847,146.11633,146.11673,0.0477,0.5667,0.9599,ESTIMATED,146.11652,3.72E2,4.226E4,4.8776,4.0631,4.226E4,2.589E3,0.6027,146.1165,146.11684,0.1202,0.5649,0.7243,ESTIMATED,146.11664,9.29E2,5.055E4,1.8672,1.6919,5.055E4,2.185E3,0.5752,146.11609,146.118,0.12,0.5587,1.003,ESTIMATED,146.11741,2.05E2,5.367E4,6.5385,4.9659,5.367E4,2.27E3,0.5701,146.11645,146.11684,0.0354,0.5538,0.9677,ESTIMATED,146.11665,1.83E2,4.399E4,6.2196,5.0276,4.399E4,1.884E3,0.5707,146.11494,146.11802,0.0321,0.5547,0.9821,ESTIMATED,146.11654,1.8E2,4.436E4,6.192,4.2554,4.436E4
8,1.229E4,0.593,242.07979,242.08035,0.625,5,0,0.893,2.66,0.00064,0.0303,0,0.5578,1.2908,242.08005,8.68E2,2.248E5,2.248E5,1.006E4,0.6011,242.07991,242.08067,0.0854,0.5635,1.2908,ESTIMATED,242.08022,2.064E3,1.093E5,2.8631,6.9753,1.093E5,7.971E3,0.6123,242.07939,242.08166,0.1736,0.5755,0.8379,ESTIMATED,242.07963,2.443E3,1.194E5,2.3506,2.7706,1.194E5,1.177E4,0.5928,242.07923,242.08166,0.0404,0.5578,1.2907,ESTIMATED,242.07978,2.062E3,1.629E5,2.52,9.9554,1.629E5,7.664E3,0.5847,242.07979,242.08035,0.06,0.5667,0.9019,ESTIMATED,242.08001,1.94E3,1.229E5,5.9858,4.4828,1.229E5,9.583E3,0.582,242.07979,242.08054,0.0649,0.5649,0.8567,ESTIMATED,242.08021,8.68E2,1.381E5,6.5195,4.7488,1.381E5,1.229E4,0.5943,242.07925,242.08176,0.1213,0.5587,1.2793,ESTIMATED,242.0805,2.069E3,1.464E5,2.7525,9.7352,1.464E5,1.013E4,0.5881,242.0799,242.08051,0.0315,0.5701,0.8517,ESTIMATED,242.08027,1.804E3,2.248E5,4.6744,3.7788,2.248E5,9.754E3,0.5888,242.07952,242.08019,0.1023,0.5707,0.8663,ESTIMATED,242.07979,1.966E3,2.193E5,4.5106,3.5197,2.193E5
9,3.462E3,0.6003,150.07585,150.07772,0.375,3,0,0.858,3.54,0.00053,0.003,0,0.5538,0.8725,150.0767,1.53E3,4.423E4,4.423E4,3.025E3,0.6162,150.07602,150.07945,0.1167,0.5635,0.8262,ESTIMATED,150.07678,1.53E3,3.068E4,3.8326,2.4616,3.068E4,2.992E3,0.6123,150.07577,150.07762,0.0391,0.5755,0.8669,ESTIMATED,150.07708,2.399E3,4.423E4,3.9681,4.1887,4.423E4,3.03E3,0.5739,150.07574,150.0777,0.0933,0.5578,0.8708,ESTIMATED,150.07638,2.193E3,3.025E4,11.0856,9.6223,3.025E4,2.675E3,0.6192,150.07585,150.07772,0.104,0.5667,0.8294,ESTIMATED,150.07625,1.982E3,2.246E4,4.4807,2.5022,2.246E4,3.292E3,0.6177,150.07585,150.07958,0.1015,0.5649,0.8567,ESTIMATED,150.07677,2.518E3,3.518E4,2.8845,2.8285,3.518E4,3.462E3,0.5752,150.07571,150.07747,0.0982,0.5587,0.8725,ESTIMATED,150.07707,2.36E3,3.727E4,10.1348,8.123,3.727E4,3.204E3,0.6174,150.07591,150.07784,0.1042,0.5538,0.8662,ESTIMATED,150.07647,2.097E3,2.753E4,3.1604,2.493,2.753E4,3.157E3,0.5707,150.07581,150.07776,0.1101,0.5547,0.8663,ESTIMATED,150.07676,1.785E3,2.68E4,20.0169,8.5505,2.68E4
10,3.165E2,0.6527,214.0699,214.07214,0.375,3,2,0.928,0.69,0.00015,0.0482,0,0.5588,0.8002,214.07045,2.07E2,3.051E3,3.051E3,3.165E2,0.6011,214.07006,214.07251,0.11,0.5635,0.7969,ESTIMATED,214.07077,2.45E2,2.993E3,4.7212,3.0114,2.993E3,3.154E2,0.5968,214.06949,214.07178,0.0566,0.5588,0.7793,ESTIMATED,214.07026,4.19E2,2.537E3,4.7078,2.9011,2.537E3,5.182E1,0.7094,214.06974,214.07195,0.0632,0.6801,0.7688,ESTIMATED,214.07052,4E2,1.039E3,2.0227,1.5114,1.039E3,1.894E2,0.6492,214.0699,214.07214,0.0709,0.6192,0.8002,ESTIMATED,214.07062,2.2E2,2.265E3,4.0499,2.574,2.265E3,1.282E2,0.6177,214.0701,214.07255,0.0459,0.5649,0.6325,ESTIMATED,214.07067,1.009E3,3.051E3,0.2808,0.6404,3.051E3,9.738E1,0.6813,214.0694,214.07365,0.2556,0.6088,0.785,ESTIMATED,214.07111,2.32E2,1.028E3,1.4297,1.2148,1.028E3,3.729E1,0.6464,214.06798,214.07069,0.1601,0.6029,0.6754,ESTIMATED,214.06889,2.07E2,1.628E3,1.9363,0.833,1.628E3,8.165E1,0.72,214.06797,214.07377,0.3627,0.6182,0.7938,ESTIMATED,214.07072,2.63E2,7.61E2,0.7252,0.8626,7.61E2
