Image_Path,Compound Name,M/Z,Old RT,Retention Time,rt_min,rt_max,intensity_max,Area,Score
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,1,313.1734,12.32,12.61155,12.331740684509278,12.985755653381348,172491.0,23156.005,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,2,453.2079,15.8,15.767016666667,15.43409996032715,16.217309188842773,181627.0,30435.277,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,3,495.2184,26.07,26.06685,25.84109565734863,26.3610493850708,19328.0,1953.085,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,4,376.1464,12.96,13.0747,12.829686126708985,13.492505035400391,361207.0,62363.359,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,5,531.1562,12.46,12.441066666667,12.146102104187012,12.750315246582032,223129.0,30434.08,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,6,407.2227,3.3,3.3075,3.064254570007324,3.5893306732177734,1048316.0,56716.187,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,7,278.1905,12.39,12.654883333333,12.401881828308106,13.05268768310547,514289.0,82125.675,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,8,345.2421,25.02,25.008416666667,24.769176597595216,25.304934425354002,8753.0,1159.276,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,9,268.1907,3.94,3.988783333333,3.72341064453125,4.261424865722656,283967.0,26350.683,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,10,416.9905,24.58,24.7786,24.590496330261228,25.0970482635498,107250.0,9867.065,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,11,264.1749,12.18,12.4269,12.179212741851806,12.79057014465332,754783.0,109406.191,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,12,320.1409,3.42,3.436983333333,3.193905944824219,3.677716274261474,154295.0,7856.37,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,13,414.1546,5.18,5.252033333333,4.934182910919189,5.569745712280273,249073.0,35063.078,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,14,270.1851,10.0,10.256216666667,10.001412296295166,10.602699089050294,58051.0,7574.523,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,15,261.1963,6.83,7.00725,6.7753285217285155,7.363403968811035,246691.0,27767.813,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,16,340.1543,4.95,5.02505,4.674779319763184,5.4090412139892585,1738135.0,274718.357,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,17,214.1088,5.53,5.55435,5.344732646942139,5.929825477600097,280898.0,29440.265,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,18,361.1992,8.59,8.587983333333,8.368128528594971,8.859628715515136,8655.0,844.376,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,19,288.2323,9.9,10.156216666667,9.91016674041748,10.503100204467774,293735.0,36656.064,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,20,315.2316,28.13,28.112716666667,27.89573429107666,28.490396194458008,73116.0,8411.905,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,21,286.1914,4.3,4.190266666667,3.9518818855285645,4.508191108703613,66476.0,5785.671,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,22,249.0903,4.99,5.09505,4.836817970275879,5.378320732116699,212569.0,19414.69,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,23,277.0641,6.57,6.547116666667,6.1187380027771,6.812628955841065,10683.0,1719.289,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,24,399.0755,11.84,12.09175,11.795934238433837,12.446250953674316,20818.0,3276.354,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,25,371.1612,18.84,19.176466666667,18.923419609069825,19.612870063781738,356005.0,59726.306,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,26,317.1642,3.75,3.7863,3.5452133178710934,4.074818801879883,663359.0,56338.371,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,27,408.1716,17.0,16.839116666667,16.49239683151245,17.28373489379883,156229.0,24816.793,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,28,302.248,11.24,11.517466666667,11.261232795715332,11.882755126953125,1274623.0,167317.884,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,29,256.1808,4.2,4.1046,3.8827112197875975,4.345834064483643,40626.0,2901.265,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,30,279.1856,5.1,4.996716666667,4.787178707122802,5.337924957275391,875843.0,79592.645,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,31,245.2014,9.47,9.706083333333,9.444757862091064,10.054327697753907,345916.0,44372.354,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,32,180.1017,5.91,5.884833333333,5.611154041290283,6.265488395690918,351229.0,49138.657,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,33,355.2015,4.36,4.433583333333,4.119338474273682,4.709688148498536,103217.0,12726.203,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,34,337.2121,3.78,3.8153,3.57181957244873,4.146316223144531,1257379.0,125783.187,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,35,310.1261,5.6,5.741833333333,5.395456027984618,6.054801368713378,200884.0,27422.295,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,36,327.1369,5.25,5.10955,4.914950752258301,5.401439666748047,190376.0,16771.314,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,37,384.144,4.18,4.2331,3.78156660079956,4.522264175415039,1057031.0,122307.523,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,38,235.1802,3.57,3.5973,3.350784893035889,3.8885703277587886,345145.0,27340.846,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,39,195.0917,3.52,3.53965,3.352052803039551,3.7813829612731933,724396.0,43789.182,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,40,438.182,15.81,15.638366666667,15.403815422058106,16.10171600341797,767946.0,104609.583,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,41,361.1199,31.6,31.611816666667,31.451575756072998,31.79390811920166,54108.0,2146.649,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,42,242.1175,25.46,25.47005,25.197925910949706,25.717920455932617,8632.0,887.604,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,43,430.2586,12.39,12.6404,12.358585300445558,13.043818511962892,217673.0,34508.481,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,44,180.1747,5.24,5.3532,5.141489639282227,5.6551889801025395,107637.0,8939.467,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,45,484.1226,14.09,14.441116666667,14.122178401947021,14.693790855407714,19061.0,2329.446,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,46,480.2131,12.8,13.0322,12.802800464630128,13.390132713317872,1010638.0,114116.502,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,47,254.1539,5.32,5.425033333333,5.150547714233399,5.7367865753173835,492113.0,62226.61,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,48,285.0206,4.68,4.665733333333,4.241771297454834,4.929771118164062,18759.0,3231.05,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,49,311.0809,7.22,7.2109,6.825191707611084,7.578663368225097,275732.0,47745.478,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,50,397.0093,22.58,22.96455,22.66455810546875,23.313363533020016,71422.0,11427.976,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,51,338.2514,25.45,25.631216666667,25.42055826187134,25.976095962524415,955179.0,98865.127,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,52,377.2109,31.56,31.553833333333,31.397388801574706,31.825032768249514,265902.0,11305.093,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,53,381.0322,21.68,22.081116666667,21.794919185638427,22.438016967773436,34874.0,4411.457,1.0
/home/zzy/peakformer/resources/paper/tof/20170326-960MIX_SampleA_1,54,312.1378,16.24,16.127833333333,15.821251239776611,16.596632232666014,88035.0,15284.362,1.0
