Image_Path,Compound Name,M/Z,Old RT,Retention Time,rt_min,rt_max,intensity_max,Area,Score
/home/zzy/peakformer/resources/paper/qe-shift/SA1,1,371.1617,18.8,19.03721,18.727281856536866,19.41057186126709,35243740.0,6066445.86,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,2,442.2233,17.84,17.636614,17.301150693893433,18.065576210021973,2452513.5,401897.385,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,3,292.1118,3.1,3.2502395,2.7486408233642576,3.5090524673461916,2687353.5,452620.199,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,4,502.2395,22.82,22.585288,22.193843383789062,23.069030208587648,12233460.0,2540553.626,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,5,342.1706,3.23,3.36997,3.2276722717285153,3.56517074584961,30428912.0,1039806.093,0.9990000128746033
/home/zzy/peakformer/resources/paper/qe-shift/SA1,6,455.1791,17.06,17.280827,17.07890115737915,17.554097328186035,114167.523,12262.023,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,7,408.1344,28.84,28.389072,28.228676738739015,28.719443359375,9017218.0,785014.447,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,8,359.2447,0.73,0.57879064,0.4660528855323791,0.7701947870254516,6927227.0,225024.711,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,9,527.3126,27.0,26.962708,26.68298273086548,27.396645545959473,1278666.25,177781.03,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,10,571.3155,5.62,5.4862668,5.280717964172363,5.8702704620361335,2537355.75,267196.025,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,11,360.9916,28.73,28.938839,28.760815410614015,29.14101818084717,59208.176,3579.73,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,12,312.1234,23.55,23.389992,23.053833770751954,23.793999767303468,28882112.0,5576377.734,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,13,205.0975,3.47,3.3407848,3.101536865234375,3.5812385749816897,13622891.0,777425.894,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,14,338.0867,3.2,3.320362,3.1610107421875,3.4917858123779304,7121825.0,251114.89,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,15,444.0999,19.56,19.697534,19.396108207702635,20.11114459991455,5485091.5,875238.443,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,16,397.1778,4.56,3.8646663,3.7701989269256586,4.154223403930664,18707050.0,1126577.649,0.9929999709129333
/home/zzy/peakformer/resources/paper/qe-shift/SA1,16,397.1778,4.56,4.5466383,4.361544475555419,4.811208209991454,24417350.0,1711463.271,0.9990000128746033
/home/zzy/peakformer/resources/paper/qe-shift/SA1,17,454.2245,3.27,3.3524514,3.2014804077148433,3.5585536193847656,2394373.0,79424.795,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,18,442.2246,3.31,3.2911643,3.1137077903747556,3.54781967163086,7295275.5,222128.656,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,19,510.2657,3.66,3.7093612,3.536853942871094,3.944737300872803,3095185.75,157175.401,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,20,310.1077,23.68,23.761196,23.40345600128174,24.172627143859863,20440592.0,3841842.599,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,21,200.1107,3.38,3.3437014,3.097583274841308,3.5816529083251947,30698628.0,1599684.443,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,22,309.1601,4.31,4.4729347,4.161936531066894,4.795025215148925,42692280.0,4949137.396,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,23,478.0977,22.69,22.568974,22.20098918914795,23.11139015197754,6619830.5,1273463.916,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,24,329.1535,0.53,0.57879064,0.4579982399940491,0.8536247177124024,225002768.0,8828197.195,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,25,374.2121,19.34,18.65108,18.449448051452638,18.992914905548094,17157062.0,2522443.109,0.9959999918937683
/home/zzy/peakformer/resources/paper/qe-shift/SA1,25,374.2121,19.34,19.558067,19.234785404205322,19.895456733703615,20032864.0,2924482.038,0.9990000128746033
/home/zzy/peakformer/resources/paper/qe-shift/SA1,26,408.1383,27.0,26.894083,26.676527976989746,27.209073066711426,20430164.0,2234400.598,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,27,313.1736,12.18,12.457905,12.182805423736571,12.774595527648925,21282674.0,3028895.041,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,28,453.2091,15.48,15.467418,15.136803512573241,15.856069450378417,10771615.0,1745975.528,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,29,495.2201,25.98,25.935951,25.621601276397705,26.198845558166504,953704.5,127886.356,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,30,376.1461,12.58,12.834058,12.575213508605957,13.189497833251954,40928220.0,6165711.273,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,31,531.1575,12.35,12.265525,11.976448726654052,12.643679428100585,14185854.0,1972971.602,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,32,407.2218,3.22,3.3495326,3.2199206542968755,3.5395911407470706,130097880.0,4292185.906,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,33,345.2429,24.7,24.891106,24.643968868255616,25.137486457824707,505263.219,69159.355,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,34,268.1912,4.17,4.0142902,3.6723544311523435,4.23658878326416,21563550.0,1879406.933,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,35,416.9913,24.88,24.787011,24.577012996673584,25.09446590423584,7261502.0,690695.007,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,36,264.1751,12.26,12.290327,12.022939262390137,12.6246821975708,68007120.0,9099883.93,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,37,320.141,3.38,3.4605609,3.272807579040527,3.6730276870727536,11068248.0,423466.88,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,38,414.1554,5.02,5.2191708,4.858490009307861,5.450290794372558,22013802.0,2772084.831,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,39,270.1856,10.04,10.107545,9.841865768432616,10.46085666656494,52647152.0,8091122.474,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,40,261.1965,6.81,6.9294478,6.699306831359863,7.221291503906249,21556396.0,2469276.505,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,41,340.1549,4.82,5.0199849,4.687657661437989,5.260805244445801,132655208.0,20746062.119,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,42,214.1091,5.47,5.474396,5.2658091735839845,5.770273704528808,44418512.0,4029115.362,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,43,288.2324,9.72,10.062493,9.804239006042481,10.378291053771973,28169612.0,3705157.143,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,44,315.2323,28.21,28.044995,27.82044511795044,28.383844814300538,6120023.0,659607.874,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,45,286.1917,4.19,4.21682,3.9817674064636233,4.472257843017578,13782969.0,1171858.825,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,46,277.0646,6.46,6.3834726,6.03610969543457,6.638332710266113,2129642.75,412651.168,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,47,399.0764,11.55,11.802755,11.515014553070069,12.231444549560548,2346807.25,379465.676,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,48,317.1647,3.81,3.8148542,3.5582047080993657,4.027535877227783,66590552.0,5273057.802,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,49,308.1106,31.54,31.517922,31.36870368957519,31.68983196258545,675749.875,15424.563,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,50,408.1721,16.69,16.68535,16.381094207763674,17.222790184020997,8692499.0,1568295.122,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,51,302.2482,11.46,11.412854,11.139943370819093,11.770646820068361,111063312.0,17334470.264,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,52,256.1812,4.3,4.1314748,3.9062315940856935,4.389858245849609,11306598.0,896538.013,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,53,279.186,5.24,4.9904809,4.748695125579834,5.316957607269288,123420272.0,13142508.018,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,54,245.2016,9.63,9.6126592,9.345721321105957,9.938503150939942,35594840.0,4705366.903,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,55,180.1022,5.88,5.8419913,5.57035415649414,6.146088199615479,42099756.0,5172333.681,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,56,355.2022,4.54,4.4022789,4.0507015609741215,4.643590869903564,9887151.0,976706.202,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,57,337.2127,3.67,3.8500143,3.5514401626586913,4.059278030395507,108980408.0,9445133.237,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,58,310.1264,5.46,5.6323574,5.21248613357544,5.903957901000977,11839210.0,1501603.604,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,59,327.1377,4.98,5.0733387,4.847663383483887,5.405113296508789,19009376.0,1645253.676,1.0
/home/zzy/peakformer/resources/paper/qe-shift/SA1,60,384.1448,4.12,4.21682,3.9845168304443357,4.461369438171387,109046560.0,9231977.654,1.0
