,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML
1,313.1734,12.27,3546744.779031303,682305.8264799828,2944118.4604416434,103207.66533121321
2,453.2079,15.98,416.7454196713285,721.0984741005375,856.5254438114223,2470.2430387406475
3,495.2184,26.16,207736.2490215057,204677.9569167292,183575.3843136813,181376.2885055671
4,376.1464,13.0,14680126.913281677,15773076.574974224,9657659.928104302,15763801.79712332
5,531.1562,12.32,4739297.782999501,5891299.337238211,4882044.36068836,6319627.405851972
6,407.2227,3.16,1269690.3617571534,1566749.363166945,1009384.0517928893,1592118.493606874
7,278.1905,12.21,6893985.224406848,6987174.624076169,5166673.97170618,4003357.273175661
8,345.2421,25.17,116982.5344849674,118653.13197312634,107456.48414542568,124665.05287012561
9,268.1907,3.98,7436115.505909864,8168824.323382849,6430339.864157533,6753803.702964231
10,416.9905,24.66,9037746.132251564,6335540.269335675,10556910.858398179,1911003.7836735505
11,264.1749,11.99,987058.7035460654,679940.1625725664,136184.79400422555,71781.722888286
12,320.1409,3.61,26947308.490626954,28111781.77019001,24529683.23088292,25468452.77309149
13,414.1546,5.31,4925752.540191599,4923244.569634793,5483693.401253366,4695690.815787884
14,270.1851,9.88,1345704.3607255865,1267069.4144816543,1397299.5406653446,1591235.9870057157
15,261.1963,6.7,54665021.76495358,59090033.05955461,44502181.12989219,52552262.0510219
16,340.1543,4.82,2926051.166962932,2423041.4066094714,2205786.558627581,2592101.629813792
17,214.1088,5.45,308936.1163678746,281087.7809629664,230910.8880574023,313901.82509888336
18,361.1992,8.6,3203344.4638120867,3580485.298231597,3122933.841414228,3666999.547616228
19,288.2323,9.87,24677281.802916948,24516469.304436486,17336333.61186721,11485979.688887732
20,315.2316,28.05,587595.1144457144,570328.4547077601,630591.799699371,585885.8809117767
21,286.1914,4.34,14173500.852669029,13460403.05292577,13236423.660837851,8543813.979906674
22,249.0903,4.85,3412149.100097711,3721193.706578737,2486457.677196112,3508165.0525057083
23,277.0641,6.49,117360.18046375236,119402.08223670919,118206.70122844135,103089.70123289835
24,399.0755,11.79,187398.1353118589,189290.38420850705,185758.3165379389,111136.78170572726
25,371.1612,18.82,971813.4320740174,138159.13283906592,1297167.6488441187,26584.19709835812
26,317.1642,3.86,508.7262100854093,324.2869907169488,357.8549606578769,238.71941880946605
27,408.1716,16.88,54879949.22502285,32114062.820639648,74297294.8145677,11606349.885937367
28,302.248,11.25,7746450.08155076,4938180.60206748,8466605.995414367,1130795.9161376134
29,256.1808,4.24,9632361.873305295,9185551.489017934,9010325.99551711,5897984.504110051
30,279.1856,4.92,8826536.556500597,4743636.983350612,10616913.797342543,1846049.764438062
31,245.2014,9.51,6394476.056948444,2683430.844388469,4352407.62160953,522091.9121665076
32,180.1017,5.78,245.47205653165616,209.49620105120573,159.6852717708938,102.55460744269361
33,355.2015,4.19,2510076.5074318373,3028125.9889357653,1734772.0392801869,3323827.066655829
34,337.2121,3.96,103874.93356733222,86876.08523339678,89458.52951487838,42966.2781210064
35,310.1261,5.79,1825184.7729176139,998115.2822017883,3284558.4375356687,436487.41692284885
36,327.1369,5.37,1792339.0889556182,1236126.448379617,1710121.8473708262,322415.8905858578
37,384.144,4.1,713038.4263340435,757829.6125675528,532587.8469978897,766017.688521265
38,235.1802,3.41,184093.37043498992,200000.09571271596,201871.74695435737,228958.99731151375
39,195.0917,3.59,3891033.929229031,4345976.876248441,3211482.3673257073,4661729.765673101
