,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML
1,313.1734,12.32,4360150.475522396,4061585.592452833,1009892.1278618567,2106966.057075988
2,453.2079,15.8,7051572.364827777,6608936.064676152,7189839.499566573,6630274.04687629
3,495.2184,26.07,318845.01135440904,334365.34200883016,350464.22945486265,321250.4139211337
4,376.1464,12.96,12120922.251404403,13891854.89973653,7770720.105113823,9316749.177490521
5,531.1562,12.46,4623542.117657077,4219088.500428921,5576949.5031620115,5240780.079252879
6,407.2227,3.3,5371873.511132177,5024764.202094424,3847492.195026391,2488673.470603558
7,278.1905,12.39,11905826.152573377,12520871.990988376,4061352.7531418437,6998782.494112387
8,345.2421,25.02,171439.15241068808,183167.16270013436,166906.04032329257,183120.5784444468
9,268.1907,3.94,3224071.965473645,2947641.8079687157,2796883.4266040716,3398077.848872979
10,416.9905,24.58,1207929.5576679404,1356870.0429662438,2111.630631077148,15074.402963639297
11,264.1749,12.18,14965072.410182001,15763728.489426121,4972124.717438243,10508667.574997298
12,320.1409,3.42,1304023.7411489394,1403546.1731337067,1082920.1572770048,1033496.5469520028
13,414.1546,5.18,5466895.618881029,4965870.984907618,6100210.074831072,5869843.978001787
14,270.1851,10.0,1399307.5699538414,1463318.501280898,507008.6346728116,958449.5312488127
15,261.1963,6.83,5262852.105093073,5355761.295222172,4524852.695411511,4174906.8038476557
16,340.1543,4.95,43253385.15388293,43472665.51499899,38676040.06126159,36385116.60407299
17,214.1088,5.53,3559915.104892507,3673812.878428456,2625255.269702143,2419372.8418909963
18,361.1992,8.59,112454.13132985537,130755.93154622764,122174.07781016314,133199.5786581178
19,288.2323,9.9,1503442.7079470456,1039112.4351401499,22492.70172946149,181055.37259610678
20,315.2316,28.13,1125528.4362079762,1060254.7257101168,1149372.121076031,1170521.0130161452
21,286.1914,4.3,669118.2348905914,581361.1184143665,876112.9204287706,772254.8629693922
22,249.0903,4.99,2916718.533893987,2985879.287887312,3305045.4701759983,3711221.3503871933
23,277.0641,6.57,165080.5955075499,148028.81655857508,173988.94622001043,195476.49167355793
24,399.0755,11.84,687630.1498903277,785846.7555473152,245515.082862326,396149.90560975973
25,371.1612,18.84,2101963.543833492,2342444.373450253,6872.825686174949,78788.64367972582
26,317.1642,3.75,9128700.051966242,8572772.025001476,9026121.298301345,8684901.46660697
27,408.1716,17.0,5163853.374943743,5575752.605344111,4704132.06589826,4647071.070557635
28,302.248,11.24,27821522.840788074,29388103.13302061,8161543.548310831,15497520.003674744
29,256.1808,4.2,396427.3629709694,447321.8388374175,314606.0907567179,436908.2942400671
30,279.1856,5.1,8565046.453049364,7457357.265800526,9810447.797856752,10791087.612074658
31,245.2014,9.47,6670095.304560386,6829594.839679572,3103534.701286053,5316936.148488785
32,180.1017,5.91,5759315.775349157,5419328.507588906,6026897.486338709,5880195.9602767965
33,355.2015,4.36,1795886.554458755,1636441.2448595793,2005713.4023419975,1831372.6558008469
34,337.2121,3.78,16623186.417359296,14630042.39569044,17814300.791938912,17035521.79316078
35,310.1261,5.6,4295982.701251386,3356432.883131801,3472143.8773532324,3545550.912223153
36,327.1369,5.25,3124851.490140551,2218478.939295502,2460863.7420767946,3188562.2450785055
37,384.144,4.18,13115707.254048526,13376406.854267003,11911066.537522955,11234624.295201508
38,235.1802,3.57,2667531.311152284,2194704.5515693743,2716851.207738481,2474741.7445269544
39,195.0917,3.52,4972155.787862787,4923076.832202195,3968669.5497800596,3505965.1293475656
40,438.182,15.81,19194981.276686367,14892564.168166226,21323520.120188594,18061869.927833185
41,361.1199,31.6,330986.8494036209,248298.0731711593,301749.334305466,272817.0703187255
42,242.1175,25.46,125317.74049873717,106695.62769457737,103223.33377492701,96842.18978552624
43,430.2586,12.39,1413609.9412614293,1016423.3626154881,213863.54544341055,501755.50934748113
44,180.1747,5.24,1630744.1666394165,1854531.1511305878,489670.4320400688,583214.3704752594
45,484.1226,14.09,486228.5283574195,612459.2614220936,91125.01515574587,184768.13567596566
46,480.2131,12.8,6307321.242986709,5302889.414478604,281950.4327202935,1173645.0437944117
47,254.1539,5.32,9765107.823986333,9860530.246090975,9721974.597319033,9773956.84379363
48,285.0206,4.68,229928.54201997156,248825.15639462002,292709.1215149073,248966.00089952478
49,311.0809,7.22,5449289.275407237,6026776.124194097,6033847.9862661725,5800259.780601841
50,397.0093,22.58,640185.8134742497,745861.9047270978,4534.178967643432,31176.330030969235
51,338.2514,25.45,6310023.513575764,10781862.015222995,5856.531176118357,50018.96445197987
52,377.2109,31.56,1658305.481881965,1257931.4999483824,1538469.6508415977,1412291.7590108872
53,381.0322,21.68,585715.9599937088,759072.5005013153,19458.922635532414,94611.27817553098
54,312.1378,16.24,2873975.5532904873,3108616.8296657,2672785.2753966027,3302820.0196236465
55,404.0368,5.23,256754.52533514792,273808.9074630216,278917.71482831554,252763.20482229107
56,354.2429,20.1,7896801.706967803,11827408.756932035,26291.640162651343,180500.89181478033
57,324.196,10.55,3777900.4609389002,4057002.9955434334,144247.7891798789,695433.930405329
58,607.3224,31.18,67343.98876466238,63948.29018268829,52769.74243535279,17138.372144835983
59,470.2307,16.48,1561510.855580648,2520162.7379876315,4683.953483491874,29757.85880988346
60,427.2136,4.62,634331.9393518576,557425.682560087,634136.6656425897,531689.6143551319
61,349.2121,3.64,2035721.12993627,1899666.4539926786,2346055.3077604678,2047096.6358986602
62,400.1475,4.07,2063653.8013127616,1920991.0692243618,1505959.2792656792,1593920.8042691746
63,296.1469,11.69,7906435.208689108,7982690.454058651,2849447.0190382865,4514482.218723375
64,318.2793,21.44,4068177.7493963204,6644719.0323745245,35194.71392601141,115265.60281812667
65,442.2221,17.92,893838.7927681981,826139.1133781822,865658.8949395735,822018.853047841
66,914.5269,31.72,5067347.143335299,5987186.991705169,4904899.325046048,2309990.6586656724
67,294.069,27.23,208777.20942841514,223610.57668473388,227282.75339407154,259337.91962335078
68,266.1653,6.48,2668874.6104785954,2303472.061927022,1427415.9254420972,1517893.018965373
69,345.1807,3.94,1897176.588863459,1806649.242950728,1575981.4908711913,1567089.853502119
70,383.2803,5.33,16674.06493890634,12609.853034542215,151.92519855272246,148.92816446253642
71,383.2789,31.12,31580.291914166948,28439.157154016073,25821.321355442706,28030.996874242017
72,333.1403,0.64,149775.36923259852,145423.75795628785,156929.92960570447,140269.78499853762
73,416.2774,18.99,6821565.103797925,5688519.365145966,5355320.0599120315,5192966.362443258
74,346.1019,5.3,152984.0631226875,133334.2631644786,89522.78947732567,99567.51987264286
75,411.1975,12.3,735904.209282189,737973.6646684436,803553.3169937653,732416.6793130796
76,325.2163,25.66,2763061.9709459543,2862904.9218338085,2332798.526401769,2555625.9647820387
77,1019.4478,4.46,56919.029261308,48124.8234092763,6987.977599281256,10201.732622622341
78,435.0565,29.5,7160592.76204105,6652100.700976099,7643189.729430136,7855078.982961906
79,364.0948,26.56,8027272.186669111,6471602.225163952,8395373.1417405,9064441.14332274
80,214.071,0.67,15682.753114080664,13011.720728583015,13553.815539815587,13396.003528828707
81,201.1385,5.12,207782.22248084258,198417.17317119343,223751.67905537967,228448.25405040738
82,469.2698,5.36,14227618.524587538,12665775.851388233,13967078.971508168,12464685.83802939
83,312.1959,13.1,5439304.054311153,5492232.257896267,4995687.478893875,5104311.072974488
84,239.0743,15.17,1520884.1314820084,1437636.572239607,1820349.9368908838,1322617.9048075234
85,307.2267,17.53,1714148.6760770576,1723214.3055688366,1881372.3056413298,1807107.6642214372
86,325.1546,4.29,1827583.536522525,1778285.1805753598,1482019.0762786865,1584280.361491129
87,329.2172,3.37,5983835.562022256,5691865.8052823,3473057.2369130254,3427300.3598911115
88,471.264,12.3,1408621.3041319293,1248127.4743063035,57944.357185766945,197351.49029183813
89,612.307,25.49,31273249.268847425,29930587.083396297,34654184.95052142,31543921.558285147
90,337.2176,13.04,4387697.807138237,4603989.392993062,4656608.272396967,4417237.566313259
91,368.1737,3.71,5448823.983777305,5505801.137320328,3999597.7228257526,3839838.440445154
92,422.176,6.05,761372.3019982604,684808.2116022396,607631.7382819527,611446.6012894799
93,441.2419,8.4,17932948.906632427,18527524.368926253,12196393.304812454,14768880.93819133
94,258.1127,16.84,288903.1241391728,326077.1547911676,308593.3330332784,372012.59365722165
95,316.1766,3.28,1032731.2435984111,1240253.585237607,932819.6662004404,897681.3253114643
