,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML
1,313.1734,12.27,2129762.158310428,396326.6916646763,1789757.9132126854,61306.82395989689
2,453.2079,15.98,339.2010694021224,721.0984741005375,484.594614318691,1982.8414043581079
3,495.2184,26.16,142434.32624083516,140825.97343457752,128858.9818622616,140712.1612787823
4,376.1464,13.0,10050976.173173368,13166631.11403116,6225162.904676077,10497877.690939946
5,531.1562,12.32,4898030.180913849,5397425.755768192,4967414.691515058,5198964.24435631
6,407.2227,3.16,896962.2896362832,1031903.5132976754,764191.5260436058,1106294.0330336648
7,278.1905,12.21,551988.045787497,960820.0189029187,29719.300078475113,448657.69630152464
8,345.2421,25.17,89779.62901758136,98489.21217972523,87738.17649925905,94648.42896903727
9,268.1907,3.98,4115834.176155437,4909368.609411015,3161507.133730867,6760562.756708067
10,416.9905,24.66,6707207.683076322,6948950.938652447,4837993.350665183,4129872.592619831
11,264.1749,11.99,3204806.8427282968,3216229.0120161753,3095327.874549143,3038487.589216684
12,320.1409,3.61,12217.226634325609,12697.604928919423,12461.142723553567,13027.422453751613
13,414.1546,5.31,3468315.5444772877,3638563.450852262,4142941.8095700266,3346600.728160042
14,270.1851,9.88,783845.482174544,751338.6813114592,791268.5034103206,915130.6372703445
15,261.1963,6.7,40365910.86372779,38081498.287832454,31482534.5001087,32063325.765720062
16,340.1543,4.82,2382130.409082207,2095396.5807599367,1923528.5064915398,1569393.190510862
17,214.1088,5.45,202005.89962881862,162153.01455093597,127033.67272273771,176096.7744875866
18,361.1992,8.6,1889657.802229435,2629786.425098027,2224697.618355033,2355522.0537055572
19,288.2323,9.87,18568016.711450297,14809545.521094793,14347682.034408305,9987386.532405494
20,315.2316,28.05,369650.8344710709,360012.7418738286,412824.99657884036,439106.40283473936
21,286.1914,4.34,14173500.852669029,13195771.660214238,13236423.660837851,8533936.073359791
22,249.0903,4.85,2797205.3760250406,2484016.702372022,1578199.117190973,3443690.037019103
23,277.0641,6.49,89672.66708099356,104679.88089241103,82151.60460287402,100918.08354293148
24,399.0755,11.79,139074.77802917277,114160.02043782812,130445.43799259387,83360.17495819854
25,371.1612,18.82,801606.6573878569,98486.48582437987,862218.503691631,16096.550448340637
26,317.1642,3.86,352896.51574176166,396370.72407469014,473108.28315141535,398335.74225688656
27,408.1716,16.88,41151712.636370994,22873593.885830276,54834597.17027795,8502903.124822194
28,302.248,11.25,4525591.93080253,2916461.906349217,5354631.435457899,661870.9154153413
29,256.1808,4.24,5079460.570581558,4603243.5673191,4543804.564263486,3302760.033373491
30,279.1856,4.92,120.84720131709693,78.21488408444111,170.76197518073602,112.90877736686889
31,245.2014,9.51,28122922.177286096,13259947.73765109,23673335.744693525,5500363.955074339
32,180.1017,5.78,103.07478120187965,156.85657510089075,62.91905318527202,89.84085330187249
33,355.2015,4.19,1464705.5337441708,1843659.2157861553,973770.3329733864,2653712.8467204664
34,337.2121,3.96,83294.48158991724,70614.27494688318,87484.83249582144,23850.162165871963
35,310.1261,5.79,1089302.9554727415,776334.6951754397,1903115.1664744238,357485.35228039796
36,327.1369,5.37,1256223.1797137796,731559.1902386344,1115392.242620465,189975.89794310427
37,384.144,4.1,575596.7294362618,594412.1688571456,383374.36679882824,563506.3237383468
38,235.1802,3.41,2010236.2291814922,1834228.1133652036,2099397.102487916,1550680.2998862844
39,195.0917,3.59,3384813.9664673395,3287303.0079977494,3191486.3186351857,3388952.5122063784
40,438.182,15.79,3703987.120327616,3732259.1618551794,3100018.6334348167,3268023.426135397
41,361.1199,31.45,669698.0567207225,583322.2450227563,566014.6204041563,743492.679793396
42,242.1175,25.46,126665.55721748405,72634.80353989139,63743.73218361237,58057.05566631051
43,430.2586,12.2,2670264.5755418325,2759689.7459361306,2381124.787028674,2384380.8883481966
44,180.1747,5.4,1918671.4833830788,831916.6235369045,2497003.7683151695,382969.85949673445
45,484.1226,13.99,2306382.220369323,1510323.0822289926,2105161.4543999853,365707.3337272112
46,480.2131,12.87,6289210.729375953,4582949.521564222,5733822.655227394,1522537.3706863432
47,254.1539,5.24,323501.3112186791,368350.77178677387,205278.4619908509,289108.8249840858
48,285.0206,4.69,629831.71320704,762516.2021433834,648474.5117987342,597925.5190779376
49,311.0809,7.24,226487.20779913745,319409.96473713766,220492.83065820162,330720.6151397419
50,397.0093,22.45,30018565.980909783,25735588.92254674,26079020.81971994,9075851.558896786
51,338.2514,25.64,6144432.286397759,2383765.6209169747,15181281.56798668,1048914.959647946
52,377.2109,31.67,357.12350852804883,593.3783250231261,1256.0048210973741,671.1800199431543
53,381.0322,21.86,1033956.2880520928,160293.125892706,4730372.93419596,62771.87881425684
54,312.1378,16.4,11365796.841180116,13409277.587267278,12233125.963005982,11257111.454571849
55,404.0368,5.27,1021932.061192283,1069729.8821803792,916011.5156480866,1104357.754120298
56,354.2429,20.27,1505953.4063125039,272777.4807548715,6276853.001634393,92729.870098841
57,324.196,10.39,4224940.246158872,3166535.1179868374,1525096.3782895661,682798.898142046
58,607.3224,31.06,13623.414538190245,10522.673727404175,12270.77133382576,11990.8967676624
59,470.2307,16.3,1768515.464475051,1615677.6651609961,1247655.2571805755,269152.70362145413
60,427.2136,4.55,1855532.2198935933,1957576.6758773455,1446203.439662885,1862981.1329524403
61,349.2121,3.6,1263106.9679228086,1523065.6127783565,965082.5896716752,1556883.218067313
62,400.1475,3.98,371359.9373714248,452175.8811492031,325113.9596008015,488771.0587090264
63,296.1469,11.82,4252393.929766172,876714.7884999044,9250486.385770379,177672.20179867625
64,318.2793,21.38,378294.51205713744,37147.983162256205,5486626.951694877,18304.393408769094
65,442.2221,17.83,12286208.833105054,13109038.242258294,13268245.056399582,12190349.493698465
66,914.5269,31.74,597259.7063704925,362187.85550184187,689357.773486723,685272.3968192928
67,294.069,27.09,965614.658663919,1292034.8904396484,1004301.6216006927,1330863.6636946367
68,266.1653,6.6,21099085.62125228,11476299.431747558,26457260.446988527,5511791.653124736
69,345.1807,3.77,97638.71209542852,122401.9723999735,103655.98428353158,120461.57126351896
70,383.2803,5.52,75.21009065572824,106.89857783230157,0.0,36.65505552308456
71,383.2789,31.23,875.4336910305605,661.4580875235737,614.6922867754229,1273.5243620991712
72,333.1403,0.52,750.120202858195,546.6842609239698,275.5116924711002,91.44428142973776
73,416.2774,18.79,527152.6003437534,137124.692679416,1646718.2225139611,43284.0662781572
74,346.1019,5.43,85530.56506486886,65588.47171902203,98051.77483241599,50938.367213737605
75,411.1975,12.38,660135.9856400155,703895.0974803965,624153.148169662,659140.3407726112
76,325.2163,25.75,2144611.7459347355,1666762.8204564825,1994761.201726769,1334293.344454851
77,1019.4478,4.57,55212.401662865945,55006.50273006774,50371.56177954315,41850.89471955606
78,435.0565,29.33,5546078.103377445,6561714.901814558,5381404.56066532,5502131.251822183
79,364.0948,26.5,6485597.53588342,6327114.12442506,7551537.553050779,4831394.161606692
80,214.071,0.52,32.87520167674703,113.45306203579338,65.60050555770442,13.211216155189275
81,201.1385,5.27,115269.13608141939,93368.7736734586,131413.34162411772,66900.14017750112
82,469.2698,5.41,11358463.200597025,10671097.266549181,7606127.736952721,9242474.40079708
