,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML
1,313.1734,12.27,1508119.5132886537,1291775.0134364646,65999.7571780622,347366.4178957223
2,453.2079,15.98,1663885.5662964387,1412350.3668736173,1538194.4754841106,2596197.7716148463
3,495.2184,26.16,106872.41262815622,153522.94326843432,101647.10120887571,90772.82844029603
4,376.1464,13.0,7667352.383575285,4796987.710473732,6004937.090084447,5460309.102212918
5,531.1562,12.32,2700970.735668801,1494049.413597029,3121476.928535087,3277889.0203020335
6,407.2227,3.16,1603574.5973459776,1590985.77088228,1644083.9672993075,1872054.08745137
7,278.1905,12.21,117.08850402069845,408.15535422751793,158.47762882157153,231.93432581641918
8,345.2421,25.17,170.08175473483107,248.9247780443467,0.0,175.39952251290393
9,268.1907,3.98,1066074.236790822,844223.1899192075,1210886.9106751848,1597748.816095525
10,416.9905,24.66,195194.66904887062,150487.4751537064,544.6124333872888,7081.841554151517
11,264.1749,11.99,270877.0661391039,1425808.8071801225,1995.6324425283824,13447.096872831002
12,320.1409,3.61,532.9185159647575,544.3463471653909,244.23161214756763,260.61054129820377
13,414.1546,5.31,152315.78928404077,69180.1713272798,621100.5241439533,825996.7793890703
14,270.1851,9.88,232252.43887258682,312954.3610935378,1167.7196723565582,20785.831962857745
15,261.1963,6.7,1298363.2781216956,2252294.3477062373,121344.61243555552,202608.22613389086
16,340.1543,4.82,1938291.645008792,2002899.9618895387,2749610.949928602,1695795.1416363495
17,214.1088,5.45,1357658.9419520071,1378934.3608387501,1083194.0891825724,971271.6148222277
18,361.1992,8.6,90386.84987926306,85002.41277332764,88770.60307150897,97404.08946312236
19,288.2323,9.87,1900424.5113832299,1953248.7491200326,260182.42709397373,1775350.8800457316
20,315.2316,28.05,295004.5737752666,570224.0488685908,458575.58235306805,379426.84485415707
21,286.1914,4.34,347286.85671824886,339197.15335776884,371316.0757635429,344679.52387531777
22,249.0903,4.85,268.6460159802781,0.0,2.9902157172617834,0.0
23,277.0641,6.49,53387.98788501395,54080.61476163226,58352.73144184966,70560.73647170281
24,399.0755,11.79,223061.67677129162,193471.15403037964,44007.827325682425,97942.46692360268
25,371.1612,18.82,4632230.182398143,4916569.0243582595,75124.52629914816,688297.5111964293
26,317.1642,3.86,4360581.8918925,4430149.674060352,2756723.3584765103,1728041.834463683
27,408.1716,16.88,1370337.0413124484,904119.6249049542,1058084.0809480236,1634972.4515863848
28,302.248,11.25,2680289.7787565375,3393027.1669205623,36387.4468915848,159991.76434554867
29,256.1808,4.24,187888.6162004545,142284.19079728186,176007.08033267892,276402.27455464756
30,279.1856,4.92,3247226.4850200554,3159397.950296419,3510344.6882408704,3787030.855696035
31,245.2014,9.51,2657883.6644743513,2636996.0553369494,1908010.1942931246,2386606.1028514607
32,180.1017,5.78,2237581.4009236363,2113218.3781926134,2196344.8389193113,2111826.8547790283
33,355.2015,4.19,379.7196772929223,234.5085796805907,138.1970640586242,41.22910578608923
34,337.2121,3.96,10454212.846233081,8783214.241004454,13679884.883813152,7471661.652659789
35,310.1261,5.79,1125424.8794028591,814826.9508270295,1288290.1827273946,1553611.012941015
36,327.1369,5.37,1910487.6141723383,2015292.3139845089,575853.9393351157,1078978.1844108622
37,384.144,4.1,9709463.785553074,10617990.504224574,14282519.07761267,7105367.473796431
38,235.1802,3.41,4375.880877876379,2856.7451463358034,3668.9723313525333,3093.1539219456954
39,195.0917,3.59,2013016.245202554,2003116.36866951,1602270.9769921913,1461869.3726016474
40,438.182,15.79,8036219.899605956,9557369.08915036,6586242.906593971,11304749.326674165
41,361.1199,31.45,212471.47749190996,151319.77564163756,266544.1470309837,142563.64983857275
42,242.1175,25.46,44576.94066834777,39400.89438888079,41145.209062319045,34497.970157001444
43,430.2586,12.2,349688.7726947783,694806.960687334,2230.666968134741,9761.716427730335
44,180.1747,5.4,621691.3657940532,676468.2957793166,229728.76592342075,255067.01129864083
45,484.1226,13.99,66334.74803442453,124501.70830635159,561.6584046668527,5676.836450297473
46,480.2131,12.87,2760169.77595899,3525887.6842330694,85762.97150847473,207787.97551164828
47,254.1539,5.24,2552373.4758154773,1823039.4430121891,3132466.5003467184,3133594.2014540946
48,285.0206,4.69,101467.87109737922,103404.3683960921,114451.45079857158,104715.23432242524
49,311.0809,7.24,2893837.595752193,3055869.2733381,3049104.5403300254,2846274.051348997
50,397.0093,22.45,12.915716487152224,60.7511556240714,0.0,0.0
51,338.2514,25.64,1274279.9303186317,571090.8148933386,8760953.37205267,5721206.294292652
52,377.2109,31.67,1353118.824863939,800297.1980825018,1301752.179543498,852984.9263951381
53,381.0322,21.86,38867.07079684672,38418.384984732904,583.0045115644257,6882.25632969607
54,312.1378,16.4,702896.0573071298,720667.3764923231,465799.5450441727,641251.1547251504
55,404.0368,5.27,69532.43595509772,69034.8596049215,101819.94780735405,75915.47945914813
56,354.2429,20.27,3550869.5541564114,5128095.816833872,36834.04610944532,330363.3887913312
57,324.196,10.39,1626673.870776196,4427821.245288382,15636.40672507154,50836.261855487784
58,607.3224,31.06,54982.73888564543,55618.30079646691,48515.97648170273,37654.06440154926
59,470.2307,16.3,0.0,272.1010228464366,308.2865136266234,144.50822154101826
60,427.2136,4.55,108574.72729777527,81845.38767616564,194813.92892616,234905.32774692145
61,349.2121,3.6,96946.52376798209,82338.07595573095,169969.32478734548,124728.69758339424
62,400.1475,3.98,902699.3546371418,852289.6255705963,941229.482109902,946506.5797513229
63,296.1469,11.82,4546796.271359999,3863676.76758237,4232538.075449654,2861944.3694020268
64,318.2793,21.38,1244887.7871683536,1054838.7369897512,4928.544214008678,20188.16319048062
65,442.2221,17.83,182765.17883071536,274933.1287462056,202107.04591624482,308946.7954957353
66,914.5269,31.74,2182208.1720210924,3163025.573315794,2230868.802536414,1253332.1428039656
67,294.069,27.09,74477.98013634383,77179.65309066439,73963.08527469024,134719.9226814629
68,266.1653,6.6,883061.1522698854,1112776.3005078244,269074.72170025605,378033.3997367064
69,345.1807,3.77,1405919.6124539236,1509918.2450214261,1233130.833848239,710965.4300177611
70,383.2803,5.52,12236.904065544344,11050.543940184556,12341.618360212204,15940.897471266715
71,383.2789,31.23,550.3075681755439,695.8795750614531,555.4034269096231,790.174313946868
72,333.1403,0.52,86629.16457319133,80728.96890069998,63599.34063039053,50247.55198260198
73,416.2774,18.79,227883.20177800715,87262.16539741505,470301.67868522025,521341.2287154952
74,346.1019,5.43,65316.735367192254,50244.793169428776,48346.33967073833,85371.5252918526
75,411.1975,12.38,299303.264716732,380527.39270134486,282358.575235684,304581.9720949385
76,325.2163,25.75,874752.3813328135,956687.5534592327,746802.4777759074,803964.76865728
77,1019.4478,4.57,3687.2390547844443,866.5483557329107,5343.140997223956,4641.249614787386
78,435.0565,29.33,2911781.633173989,4156069.9515011357,2623804.704116919,2456926.0937825707
79,364.0948,26.5,1421370.0423135543,1071084.576353526,1014753.8370892797,734560.7606064492
80,214.071,0.52,0.0,0.0,0.0,15.180940850789261
81,201.1385,5.27,65695.3960402736,53174.746234543025,79404.33482564507,61700.91741952129
82,469.2698,5.41,5530468.689905928,6103243.156207573,7440238.373691297,10127281.515973233
83,312.1959,13.03,2562062.478373931,1583486.5929048029,2148590.132215508,1573070.3329906566
84,239.0743,15.0,554033.2285931843,548484.2768496545,796098.6902462104,515971.83396066155
85,307.2267,17.45,122413.26058440737,138223.8783818206,157701.3865760591,120567.2601493884
86,325.1546,4.22,116254.95764356338,128931.0378690637,67369.83469526334,109910.73201787758
87,329.2172,3.46,1817474.26445491,1868844.9825124673,2264469.4051022404,1164666.13366695
88,471.264,12.36,2858415.5751209953,1834824.0919553519,2223718.103609379,3138677.329197348
89,612.307,25.64,5666954.072639787,2147552.0114792637,14972906.824172366,12959150.95285602
90,337.2176,13.03,2199699.5893716807,1375839.3100083326,1820306.456297128,1463521.703547069
91,368.1737,3.56,354691.9422157671,402070.28605590377,252984.17596856182,266214.3281266847
92,422.176,6.14,251460.0135023172,332428.8778305391,209212.0447080494,249261.12549348903
93,441.2419,8.5,2064057.6860671605,2684744.57901249,27807.71187381231,171282.78395037324
94,258.1127,16.86,24257.53074497442,24041.174157303136,23060.5563658502,25996.29267772172
95,316.1766,3.39,532704.0083500748,332609.9978059324,273949.30799094477,416894.3091221038
96,222.1854,4.09,4198368.408192221,4058308.06884086,4339516.15201274,3643683.002746068
97,836.3853,30.09,458914.10147403716,465706.65684812365,150790.18687468398,210570.47669541457
98,308.1756,3.68,505533.5042298643,467330.5453773278,469579.56130530796,637855.3288890907
99,542.3112,32.01,275.34839612133095,247.48413798695535,47.12669491416495,97.32959310457663
100,556.3274,32.45,6891.139907641747,6696.504719268411,949.3084850834479,3469.765560701041
101,438.1702,6.01,0.0,20.031744765515167,24.85254237316665,0.0
102,256.0969,15.58,839570.9060537902,665177.2102342888,725374.6335415642,560972.4098433421
103,278.1214,24.17,1085787.98764218,1253003.738998566,71396.5210460909,263514.0542417594
104,335.1502,4.46,2571528.14175437,2718737.007864707,2158578.3111226982,1538726.1292917798
105,694.2863,26.11,5041722.82773859,3021326.8403801424,4268124.62642748,7357375.209101923
106,328.1908,6.24,7433736.817866977,4763669.779914495,3195501.183800255,4186370.407477415
107,247.1803,4.84,650299.5669463394,757771.4660040925,337303.6801118474,360929.09421655815
108,168.1742,3.73,120716.82167029771,106662.54643120975,112467.8660213731,120059.7790851965
109,348.1453,3.12,151896.57835211832,172532.60637656332,161923.40440754595,275974.003772041
110,292.1114,3.05,292097.3682119431,196591.04309964518,193612.8352118475,227636.59497679514
111,502.2384,23.1,2782336.2827492002,2515957.3142841468,970891.8189872701,1491002.6123874704
112,632.2532,31.01,66.04690861056255,50.83683107981342,37.21672316331309,35.38141097196471
113,548.2423,22.26,865779.8983125045,689242.2690698768,787238.1814706019,963585.554615139
114,557.2059,4.84,992957.8098746403,926465.2160401349,155200.40631152032,397057.6386898655
115,484.1858,8.52,1170450.7900269541,1322844.7932383693,51750.55728053566,169462.83387864043
116,451.2005,7.96,1074171.6273948133,1234500.0620014481,921528.3998492034,1270295.3484112862
117,470.3052,27.84,1508684.4939641047,925253.6121463228,5573150.589079957,4814607.669136301
118,449.1626,25.69,937025.2323031249,806480.1619096468,575339.9414692672,734677.5259198924
