,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML
1,313.1734,12.27,3516987.3722404605,3836956.6012991224,227814.93231764215,786115.2692669033
2,453.2079,15.98,5573428.760546153,5174679.581554945,5758746.731202883,5380673.608146524
3,495.2184,26.16,324811.21624564636,340828.62024360825,358002.24489071465,326402.7798690233
4,376.1464,13.0,11855413.195851922,14090660.577363161,6896374.41507302,8476343.641804513
5,531.1562,12.32,4569383.3644941235,4095020.2729222113,5641175.9214118635,5254824.9188641
6,407.2227,3.16,35934.9197739551,34167.25147811808,34081.52938078597,30442.4551724138
7,278.1905,12.21,1107546.277903149,4657727.968297211,9467.437628158092,32340.218836685883
8,345.2421,25.17,217182.92556481887,231556.37560901218,218920.6824578227,243115.7674872307
9,268.1907,3.98,3186366.3610997074,2872258.7072375505,3001487.316112167,3595482.3313392084
10,416.9905,24.66,2261875.603206876,2477171.9452052275,323914.5652713645,740169.4122898595
11,264.1749,11.99,735747.5778052558,3744648.931514981,6884.759620825337,32636.944818473163
12,320.1409,3.61,1632123.4591698176,1674479.6755007717,1603553.044163162,1582288.4073363177
13,414.1546,5.31,4572184.166140717,3739023.834427311,5396133.482457191,5062230.1885442445
14,270.1851,9.88,588566.3412397939,1020480.8838924187,3195.4994839323062,54299.076933837256
15,261.1963,6.7,22.374324666925453,67.15360538593089,35.41768104825628,25.606625578339266
16,340.1543,4.82,53373613.712840356,56742857.421882756,42712301.90743452,40617091.25992416
17,214.1088,5.45,4651546.884207726,4810452.325144817,4525554.25712456,4386672.747371854
18,361.1992,8.6,114356.071463497,133371.87067444145,124552.82876790257,138544.80303586074
19,288.2323,9.87,1244317.907734694,1206767.2908896492,16276.46455276648,122599.4885127389
