,mz,rt,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML
1,313.1734,12.32,2118084.7496065516,406110.8791021195,1776879.2398516694,62324.06201846694
2,453.2079,15.8,67950.15803171985,135506.16381781772,108637.73140209798,163492.5252510892
3,495.2184,26.07,138394.85231261488,135064.03747685617,126633.92675150956,136880.22569425334
4,376.1464,12.96,9682852.592693318,13173482.255838374,5790335.4793097265,10840926.572555086
5,531.1562,12.46,4268708.302824665,4629232.895182126,4466638.994021955,4351157.478217636
6,407.2227,3.3,1097094.7844354813,1192983.8562658376,847389.6185229989,1210583.2995165586
7,278.1905,12.39,5953216.623004833,2727035.964615373,6190699.858753874,902536.943550145
8,345.2421,25.02,72223.61654886241,75708.09798910606,70737.34574915054,71972.2008621567
9,268.1907,3.94,4555083.757639153,4977364.733282161,3648866.1243867986,6690252.0717435535
10,416.9905,24.58,6777278.87534289,6901951.366068932,5183836.409519586,3820997.9639226906
11,264.1749,12.18,3177086.3058599015,2001335.0380150713,3257052.399953248,481322.5108325406
12,320.1409,3.42,7104722.59447358,7704181.859073334,4024343.957566819,6589345.823064486
13,414.1546,5.18,3231098.1628571753,4128326.2423757156,2373584.8872480895,4227800.47788134
14,270.1851,10.0,764887.6722219641,609623.3306786178,798029.4780324787,327371.14923201606
15,261.1963,6.83,39794185.38604319,38650079.82128833,29855119.121580675,33979108.570194945
16,340.1543,4.95,2348308.4006551607,2138351.937208476,1802096.4780810503,1646539.1723017718
17,214.1088,5.53,194679.96207378607,162572.6174928267,115898.24604893375,170075.9748781249
18,361.1992,8.59,1804316.0436584135,2279448.2186545883,2217828.6893198043,1743022.469578844
19,288.2323,9.9,18717567.04379444,13997905.26250919,15147168.041312492,7822881.904789437
20,315.2316,28.13,494397.68933323794,513179.9206148425,520680.95034814416,649445.8343615603
21,286.1914,4.3,13708972.298375625,14154471.608635787,12653830.637125155,10098509.585162349
22,249.0903,4.99,2888348.566696193,2494596.006171194,1698674.013160919,3363351.0823668414
23,277.0641,6.57,68508.72025513515,75971.59913271174,58637.18723342428,55195.41566665317
24,399.0755,11.84,134262.29512687703,86150.11939195749,130314.83739534201,39214.0334325746
25,371.1612,18.84,4650947.196759578,1391361.3032280062,5060867.1936530685,287787.52632322017
26,317.1642,3.75,278102.21531241713,299958.0330040348,309374.6759400851,321357.57643758436
27,408.1716,17.0,54861161.22386873,58602335.282466665,42033972.17475259,42967109.486256905
28,302.248,11.24,4586421.9332070565,3277867.382209483,5348971.424867272,798310.9031578035
29,256.1808,4.2,5997765.809181769,5474943.386043982,5647971.891189938,4006426.2261710684
30,279.1856,5.1,11949179.00696874,9984288.720611425,11330549.662462272,6655596.640422402
31,245.2014,9.47,28417419.618066303,14252342.918326706,23010050.882514775,6266547.295298586
32,180.1017,5.91,220692.90793238668,254860.83872007925,169288.66697647146,273793.6539738618
33,355.2015,4.36,1474359.6507318884,1849502.6215550224,982368.7670506374,2647081.078869092
34,337.2121,3.78,635412.6389883203,623865.4570609443,485797.89037365525,604582.3646990138
35,310.1261,5.6,2761323.1855584416,2884118.4656013134,1483458.8717686192,2902508.921967803
36,327.1369,5.25,1251099.7563290198,710010.0142832017,1118985.2119037276,180559.41801517468
